my_prob,ibm_prob,sim_my_prob,sim_ibm_prob,mc_my_prob,mc_ibm_prob,my_nit,ibm_nit,reps,opt_technique,minimization_method,my_time,ibm_time,my_p0,ibm_p0,my_p1,ibm_p1,my_p2,ibm_p2,my_p3,ibm_p3
0.0,-1.84269,0.0,0.0,0.0,0.0,1,7,1,max,Powell,5137.516,0.032,2.588,-0.0,2.588,1.456,2.588,0.0,2.588,1.456
