backend,embedding,time
VALENCIA,0,4.407309055328369
VALENCIA,1,4.351943016052246
VALENCIA,2,4.3703718185424805
VALENCIA,3,4.4510791301727295
ATHENS,0,4.3845250606536865
ATHENS,1,4.438096284866333
ATHENS,2,4.444339036941528
BELEM,0,4.316955804824829
BELEM,1,4.348422050476074
BELEM,2,4.309838056564331
BELEM,3,4.338289022445679
BOGOTA,0,4.346742868423462
BOGOTA,1,4.468101978302002
BOGOTA,2,4.568116903305054
BOGOTA,3,4.39336085319519
BURLINGTON,0,4.178730726242065
BURLINGTON,1,4.096266031265259
BURLINGTON,2,4.097280979156494
BURLINGTON,3,4.1023149490356445
ESSEX,0,4.198278903961182
ESSEX,1,4.133382797241211
ESSEX,2,4.1797521114349365
ESSEX,3,4.13096809387207
LIMA,0,4.3353962898254395
LIMA,1,4.306764125823975
LIMA,2,4.355686187744141
LONDON,0,4.092994928359985
LONDON,1,4.052606821060181
LONDON,2,4.140921115875244
MANILA,0,4.406735181808472
MANILA,1,4.471579074859619
MANILA,2,4.363083124160767
OURENSE,0,4.291145324707031
OURENSE,1,4.338525056838989
OURENSE,2,4.414271116256714
QUITO,0,4.314314842224121
QUITO,1,4.389523267745972
QUITO,2,4.432081937789917
ROME,0,4.330006122589111
ROME,1,4.350028038024902
ROME,2,4.326885223388672
SANTIAGO,0,4.297021150588989
SANTIAGO,1,4.396922826766968
SANTIAGO,2,4.341353178024292
SANTIAGO,3,4.470654010772705
VIGO,0,4.407376050949097
VIGO,1,4.398714065551758
VIGO,2,4.351210832595825
VIGO,3,4.434113025665283
YORKTOWN,0,4.469496011734009
YORKTOWN,1,4.359857797622681
YORKTOWN,2,4.379397869110107
