,hardware_spec,success0,success1,success_diff,abs_diff,accum_prob,couplers_success
0,fake_lima0,0.9888,0.9712,0.01760000000000006,0.01760000000000006,1.96,1.9773256864
1,fake_lima1,0.9888,0.9712,0.01760000000000006,0.01760000000000006,1.96,1.9821231209999999
2,fake_lima2,0.9752,0.9218,0.0534,0.0534,1.8969999999999998,1.9622066173000001
