horizon,diff_index,real_hardware,acc
4,0,fake_tokyo6,0.91821697675420064250000000000000000000000000000000000000000000000000000000000000
4,0,fake_tokyo7,0.92154157230194739547400000000000000000000000000000000000000000000000000000000000
4,0,fake_tokyo8,0.93030841804160342577400000000000000000000000000000000000000000000000000000000000
4,0,fake_tokyo9,0.94253167357374132020000000000000000000000000000000000000000000000000000000000000
4,0,fake_guadalupe0,0.92664288333310466054400000000000000000000000000000000000000000000000000000000000
4,0,fake_guadalupe1,0.92881643800802561966800000000000000000000000000000000000000000000000000000000000
4,0,fake_guadalupe2,0.97563463847715377372640000000000000000000000000000000000000000000000000000000000
4,0,fake_guadalupe3,0.96461051380160859914340000000000000000000000000000000000000000000000000000000000
4,0,fake_quito0,0.91617788587322000845660000000000000000000000000000000000000000000000000000000000
4,0,fake_quito1,0.94315639868155178538780000000000000000000000000000000000000000000000000000000000
4,0,fake_quito2,0.90314202254672756433360000000000000000000000000000000000000000000000000000000000
4,0,fake_athens0,0.97578088975911193266120000000000000000000000000000000000000000000000000000000000
4,0,fake_athens1,0.95419357582415104531330000000000000000000000000000000000000000000000000000000000
4,0,fake_athens2,0.95684224693579125334670000000000000000000000000000000000000000000000000000000000
4,0,fake_melbourne0,0.94581151976933144523000000000000000000000000000000000000000000000000000000000000
4,0,fake_melbourne1,0.89169886599535806480140000000000000000000000000000000000000000000000000000000000
4,0,fake_melbourne2,0.90550418896512605106260000000000000000000000000000000000000000000000000000000000
4,0,fake_melbourne3,0.77916589731399979803520000000000000000000000000000000000000000000000000000000000
4,0,fake_melbourne4,0.93327490773768315100000000000000000000000000000000000000000000000000000000000000
4,0,fake_melbourne5,0.93507040943564019750000000000000000000000000000000000000000000000000000000000000
4,0,fake_melbourne6,0.91320307459434645877280000000000000000000000000000000000000000000000000000000000
4,0,fake_melbourne7,0.91921710287582036711920000000000000000000000000000000000000000000000000000000000
4,0,fake_manila0,0.95905068859468420615560000000000000000000000000000000000000000000000000000000000
4,0,fake_manila1,0.95343214571380490474280000000000000000000000000000000000000000000000000000000000
4,0,fake_manila2,0.96550665920055126643200000000000000000000000000000000000000000000000000000000000
4,0,fake_santiago0,0.97697754283956731776000000000000000000000000000000000000000000000000000000000000
4,0,fake_santiago1,0.97385264431232650663200000000000000000000000000000000000000000000000000000000000
4,0,fake_santiago2,0.97724860734485571332640000000000000000000000000000000000000000000000000000000000
4,0,fake_lagos0,0.98206116361972520761240000000000000000000000000000000000000000000000000000000000
4,0,fake_lagos1,0.98381187590549466570360000000000000000000000000000000000000000000000000000000000
4,0,fake_lagos2,0.98824284801481963631480000000000000000000000000000000000000000000000000000000000
4,0,fake_lagos3,0.97581273310458151424000000000000000000000000000000000000000000000000000000000000
4,0,fake_lagos4,0.98151146472339392002040000000000000000000000000000000000000000000000000000000000
4,0,fake_casablanca0,0.96332724806137241721600000000000000000000000000000000000000000000000000000000000
4,0,fake_casablanca1,0.97023037190499864319360000000000000000000000000000000000000000000000000000000000
4,0,fake_casablanca2,0.97126307986864992760090000000000000000000000000000000000000000000000000000000000
4,0,fake_casablanca3,0.96594038407500157569720000000000000000000000000000000000000000000000000000000000
4,0,fake_casablanca4,0.96875493201274644004760000000000000000000000000000000000000000000000000000000000
4,0,fake_lima0,0.96827534475111667200000000000000000000000000000000000000000000000000000000000000
4,0,fake_lima1,0.97080556746146407680000000000000000000000000000000000000000000000000000000000000
4,0,fake_lima2,0.93028640497314123443380000000000000000000000000000000000000000000000000000000000
4,0,fake_nairobi0,0.96262873238517012867840000000000000000000000000000000000000000000000000000000000
4,0,fake_nairobi1,0.96381430196130609092000000000000000000000000000000000000000000000000000000000000
4,0,fake_nairobi2,0.95910954289303706685990000000000000000000000000000000000000000000000000000000000
4,0,fake_nairobi3,0.95948930848910365103680000000000000000000000000000000000000000000000000000000000
4,0,fake_nairobi4,0.96194570622095216328100000000000000000000000000000000000000000000000000000000000
4,0,fake_yorktown0,0.91185207135286929984140000000000000000000000000000000000000000000000000000000000
4,0,fake_yorktown1,0.94185772354471633246620000000000000000000000000000000000000000000000000000000000
4,0,fake_yorktown2,0.85259207818316923198080000000000000000000000000000000000000000000000000000000000
4,0,fake_yorktown3,0.86469691030312722339840000000000000000000000000000000000000000000000000000000000
4,0,fake_yorktown4,0.95110240963478821843200000000000000000000000000000000000000000000000000000000000
4,0,fake_yorktown5,0.69249579639631028220400000000000000000000000000000000000000000000000000000000000
4,0,fake_jakarta0,0.96651291724640129382400000000000000000000000000000000000000000000000000000000000
4,0,fake_jakarta1,0.96752235530293140507360000000000000000000000000000000000000000000000000000000000
4,0,fake_jakarta2,0.95843620650600012782460000000000000000000000000000000000000000000000000000000000
4,0,fake_jakarta3,0.94639056329430981210150000000000000000000000000000000000000000000000000000000000
4,0,fake_jakarta4,0.95640709844386159423740000000000000000000000000000000000000000000000000000000000
4,0,fake_london0,0.93826827340700809737113800000000000000000000000000000000000000000000000000000000
4,0,fake_london1,0.94118224382339973235822800000000000000000000000000000000000000000000000000000000
4,0,fake_london2,0.96108331058470277446209200000000000000000000000000000000000000000000000000000000
4,0,fake_burlington0,0.92207261695349703872000000000000000000000000000000000000000000000000000000000000
4,0,fake_burlington1,0.93228160285081574750400000000000000000000000000000000000000000000000000000000000
4,0,fake_burlington2,0.94755999009587145180800000000000000000000000000000000000000000000000000000000000
4,0,fake_perth0,0.97196774112344531986060000000000000000000000000000000000000000000000000000000000
4,0,fake_perth1,0.97294345545982691152720000000000000000000000000000000000000000000000000000000000
4,0,fake_perth2,0.97565525779958402612750000000000000000000000000000000000000000000000000000000000
4,0,fake_perth3,0.95892212182954597634400000000000000000000000000000000000000000000000000000000000
4,0,fake_perth4,0.96566905451669451740700000000000000000000000000000000000000000000000000000000000
4,0,fake_oslo0,0.97385834948069962394100000000000000000000000000000000000000000000000000000000000
4,0,fake_oslo1,0.97548774313167953034000000000000000000000000000000000000000000000000000000000000
4,0,fake_oslo2,0.97438853357202417179220000000000000000000000000000000000000000000000000000000000
4,0,fake_oslo3,0.97824968278921080831920000000000000000000000000000000000000000000000000000000000
4,0,fake_oslo4,0.97992411889424170798680000000000000000000000000000000000000000000000000000000000
4,0,fake_montreal0,0.97756544442618933148360000000000000000000000000000000000000000000000000000000000
4,0,fake_montreal1,0.98340661071335033195680000000000000000000000000000000000000000000000000000000000
4,0,fake_montreal2,0.94015836782170635075600000000000000000000000000000000000000000000000000000000000
4,0,fake_montreal3,0.89391813175609039587800000000000000000000000000000000000000000000000000000000000
4,0,fake_bogota0,0.95531205103271041820800000000000000000000000000000000000000000000000000000000000
4,0,fake_bogota1,0.91394818294631746608640000000000000000000000000000000000000000000000000000000000
4,0,fake_bogota2,0.89318139873802781527040000000000000000000000000000000000000000000000000000000000
4,0,fake_mumbai0,0.96006253951320909806740000000000000000000000000000000000000000000000000000000000
4,0,fake_mumbai1,0.97231100576525298420760000000000000000000000000000000000000000000000000000000000
4,0,fake_mumbai2,0.94542864930568102913040000000000000000000000000000000000000000000000000000000000
4,0,fake_mumbai3,0.94928177748993577540880000000000000000000000000000000000000000000000000000000000
4,0,fake_mumbai4,0.89322161849129516512000000000000000000000000000000000000000000000000000000000000
4,0,fake_mumbai5,0.89350989437219025360640000000000000000000000000000000000000000000000000000000000
4,0,fake_mumbai6,0.97327705356672816764000000000000000000000000000000000000000000000000000000000000
4,0,fake_mumbai7,0.95852554527884650177340000000000000000000000000000000000000000000000000000000000
4,0,fake_rome0,0.95475779934005591869840000000000000000000000000000000000000000000000000000000000
4,0,fake_rome1,0.96225751425539179342080000000000000000000000000000000000000000000000000000000000
4,0,fake_rome2,0.96568785251261229464800000000000000000000000000000000000000000000000000000000000
4,0,fake_vigo0,0.96383649704391191952810000000000000000000000000000000000000000000000000000000000
4,0,fake_vigo1,0.96725065196632697800000000000000000000000000000000000000000000000000000000000000
4,0,fake_vigo2,0.96784132969805222242600000000000000000000000000000000000000000000000000000000000
4,0,fake_ourense0,0.95967229148266735208000000000000000000000000000000000000000000000000000000000000
4,0,fake_ourense1,0.96207171877344161353800000000000000000000000000000000000000000000000000000000000
4,0,fake_ourense2,0.95872718169719195492000000000000000000000000000000000000000000000000000000000000
4,0,fake_paris0,0.77809637913514353028080000000000000000000000000000000000000000000000000000000000
4,0,fake_paris1,0.96888655641402952793340000000000000000000000000000000000000000000000000000000000
4,0,fake_paris2,0.94806350626682341584000000000000000000000000000000000000000000000000000000000000
4,0,fake_paris3,0.95155539693042301200000000000000000000000000000000000000000000000000000000000000
4,0,fake_paris4,0.87757394005515192450000000000000000000000000000000000000000000000000000000000000
4,0,fake_paris5,0.97351985707170529980160000000000000000000000000000000000000000000000000000000000
4,0,fake_paris6,0.97385626242541462797840000000000000000000000000000000000000000000000000000000000
4,0,fake_tenerife0,0.89209957052861057534750000000000000000000000000000000000000000000000000000000000
4,0,fake_tenerife1,0.75330807313248895228125000000000000000000000000000000000000000000000000000000000
4,0,fake_singapore0,0.90389018033045503072000000000000000000000000000000000000000000000000000000000000
4,0,fake_singapore1,0.90698219515303240420000000000000000000000000000000000000000000000000000000000000
4,0,fake_singapore2,0.96085359027796684752900000000000000000000000000000000000000000000000000000000000
4,0,fake_singapore3,0.89673895798766933805000000000000000000000000000000000000000000000000000000000000
4,0,fake_singapore4,0.89860102644040701360000000000000000000000000000000000000000000000000000000000000
4,0,fake_singapore5,0.92811603247267152537300000000000000000000000000000000000000000000000000000000000
4,0,fake_essex0,0.94054262748381350439120000000000000000000000000000000000000000000000000000000000
4,0,fake_essex1,0.95124582671653089348420000000000000000000000000000000000000000000000000000000000
4,0,fake_essex2,0.93498576476625467912760000000000000000000000000000000000000000000000000000000000
4,0,fake_belem0,0.94905672993274487987100000000000000000000000000000000000000000000000000000000000
4,0,fake_belem1,0.95261574189417083224100000000000000000000000000000000000000000000000000000000000
4,0,fake_belem2,0.94819468225082511457690000000000000000000000000000000000000000000000000000000000
4,1,fake_washington0,0.03138001189721388419100000000000000000000000000000000000000000000000000000000000
4,1,fake_washington1,0.02610951631741480162800000000000000000000000000000000000000000000000000000000000
4,1,fake_washington2,0.02954472677870614179120000000000000000000000000000000000000000000000000000000000
4,1,fake_washington3,0.09316889587862158057440000000000000000000000000000000000000000000000000000000000
4,1,fake_washington4,0.51539040397929335642160000000000000000000000000000000000000000000000000000000000
4,1,fake_washington5,0.28528767457096699550000000000000000000000000000000000000000000000000000000000000
4,1,fake_washington6,0.01946898678049320328720000000000000000000000000000000000000000000000000000000000
4,1,fake_rochester0,0.25844669993912466620000000000000000000000000000000000000000000000000000000000000
4,1,fake_rochester1,0.23106693887803595904875000000000000000000000000000000000000000000000000000000000
4,1,fake_rochester2,0.39627607349780361549000000000000000000000000000000000000000000000000000000000000
4,1,fake_rochester3,0.05407691682916514680000000000000000000000000000000000000000000000000000000000000
4,1,fake_rochester4,0.41335722269547915392625000000000000000000000000000000000000000000000000000000000
4,1,fake_cambridge0,0.50696157835257095616000000000000000000000000000000000000000000000000000000000000
4,1,fake_cambridge1,0.14614299662737181091200000000000000000000000000000000000000000000000000000000000
4,1,fake_cambridge2,0.39624731665225435703700000000000000000000000000000000000000000000000000000000000
4,1,fake_cambridge3,0.08360851577629853184000000000000000000000000000000000000000000000000000000000000
4,1,fake_cambridge4,0.05486311403246534758400000000000000000000000000000000000000000000000000000000000
4,1,fake_hanoi0,0.05312707230210873165800000000000000000000000000000000000000000000000000000000000
4,1,fake_hanoi1,0.04223630577498952858880000000000000000000000000000000000000000000000000000000000
4,1,fake_hanoi2,0.01611750918218746144680000000000000000000000000000000000000000000000000000000000
4,1,fake_hanoi3,0.01476529576871881498880000000000000000000000000000000000000000000000000000000000
4,1,fake_hanoi4,0.09256064106583491395760000000000000000000000000000000000000000000000000000000000
4,1,fake_hanoi5,0.08809383471165420944130000000000000000000000000000000000000000000000000000000000
4,1,fake_hanoi6,0.08423497893731017347000000000000000000000000000000000000000000000000000000000000
4,1,fake_brooklyn0,0.13504398872878768087600000000000000000000000000000000000000000000000000000000000
4,1,fake_brooklyn1,0.02543159679883479221730000000000000000000000000000000000000000000000000000000000
4,1,fake_brooklyn2,0.02919094422891658584040000000000000000000000000000000000000000000000000000000000
4,1,fake_brooklyn3,0.02356228451817759330000000000000000000000000000000000000000000000000000000000000
4,1,fake_brooklyn4,0.02223685631235686571720000000000000000000000000000000000000000000000000000000000
4,1,fake_brooklyn5,0.09275842608766026650400000000000000000000000000000000000000000000000000000000000
4,1,fake_cairo0,0.01624409979696538704000000000000000000000000000000000000000000000000000000000000
4,1,fake_cairo1,0.03250100139177845625000000000000000000000000000000000000000000000000000000000000
4,1,fake_cairo2,0.02771427191941513049280000000000000000000000000000000000000000000000000000000000
4,1,fake_cairo3,0.01836523807941904103280000000000000000000000000000000000000000000000000000000000
4,1,fake_cairo4,0.01550766750375613271280000000000000000000000000000000000000000000000000000000000
4,1,fake_cairo5,0.11382897663034540235040000000000000000000000000000000000000000000000000000000000
4,1,fake_cairo6,0.11275138383203502796800000000000000000000000000000000000000000000000000000000000
4,1,fake_cairo7,0.02639752638140487915520000000000000000000000000000000000000000000000000000000000
4,1,fake_cairo8,0.04441961919363173354160000000000000000000000000000000000000000000000000000000000
4,1,fake_cairo9,0.04104435914842776423680000000000000000000000000000000000000000000000000000000000
4,1,fake_sydney0,0.06761231759282711360070000000000000000000000000000000000000000000000000000000000
4,1,fake_sydney1,0.06237900309486390247000000000000000000000000000000000000000000000000000000000000
4,1,fake_sydney2,0.13318935850661512331520000000000000000000000000000000000000000000000000000000000
4,1,fake_sydney3,0.12723871229453271576780000000000000000000000000000000000000000000000000000000000
4,1,fake_sydney4,0.03103082590504379889000000000000000000000000000000000000000000000000000000000000
4,1,fake_sydney5,0.02733092931709277875000000000000000000000000000000000000000000000000000000000000
4,1,fake_geneva0,0.15748957742662171379920000000000000000000000000000000000000000000000000000000000
4,1,fake_geneva1,0.03969045186015421190250000000000000000000000000000000000000000000000000000000000
4,1,fake_geneva2,0.03022321149157895544960000000000000000000000000000000000000000000000000000000000
4,1,fake_toronto0,0.12261450000116388956800000000000000000000000000000000000000000000000000000000000
4,1,fake_toronto1,0.10909935971509701002440000000000000000000000000000000000000000000000000000000000
4,1,fake_toronto2,0.05271574796319167663200000000000000000000000000000000000000000000000000000000000
4,1,fake_toronto3,0.02521352483535873929400000000000000000000000000000000000000000000000000000000000
4,1,fake_toronto4,0.28662069043730377589400000000000000000000000000000000000000000000000000000000000
4,1,fake_toronto5,0.12340283705707507649820000000000000000000000000000000000000000000000000000000000
4,1,fake_toronto6,0.05427398450958590031120000000000000000000000000000000000000000000000000000000000
4,1,fake_toronto7,0.04345918166012073223200000000000000000000000000000000000000000000000000000000000
4,1,fake_toronto8,0.02027315392208219720000000000000000000000000000000000000000000000000000000000000
4,1,fake_kolkata0,0.03119219052805209803460000000000000000000000000000000000000000000000000000000000
4,1,fake_kolkata1,0.03086624200252838248080000000000000000000000000000000000000000000000000000000000
4,1,fake_kolkata2,0.10346240292626695742220000000000000000000000000000000000000000000000000000000000
4,1,fake_kolkata3,0.01616598522168267134240000000000000000000000000000000000000000000000000000000000
4,1,fake_kolkata4,0.01255866200798899950000000000000000000000000000000000000000000000000000000000000
4,1,fake_kolkata5,0.01556044727690730351400000000000000000000000000000000000000000000000000000000000
4,1,fake_kolkata6,0.01303206733671322364640000000000000000000000000000000000000000000000000000000000
4,1,fake_auckland0,0.14288870822501937129400000000000000000000000000000000000000000000000000000000000
4,1,fake_auckland1,0.01334629919695610982400000000000000000000000000000000000000000000000000000000000
4,1,fake_almaden0,0.09950268603815275329324400000000000000000000000000000000000000000000000000000000
4,1,fake_almaden1,0.09700803850241065138048000000000000000000000000000000000000000000000000000000000
4,1,fake_almaden2,0.09450938025125177477568150000000000000000000000000000000000000000000000000000000
4,1,fake_almaden3,0.07380648421132512805649500000000000000000000000000000000000000000000000000000000
4,1,fake_almaden4,0.25609749588079332984264050000000000000000000000000000000000000000000000000000000
4,1,fake_almaden5,0.24751376380099643308357300000000000000000000000000000000000000000000000000000000
4,1,fake_almaden6,0.03832203537166914170301200000000000000000000000000000000000000000000000000000000
4,1,fake_almaden7,0.15328986659264716078420800000000000000000000000000000000000000000000000000000000
4,1,fake_almaden8,0.04107847001637180075999900000000000000000000000000000000000000000000000000000000
4,1,fake_boeblingen0,0.06299306017922793941600000000000000000000000000000000000000000000000000000000000
4,1,fake_boeblingen1,0.04883128311565196688060000000000000000000000000000000000000000000000000000000000
4,1,fake_boeblingen2,0.04345308343003738643040000000000000000000000000000000000000000000000000000000000
4,1,fake_boeblingen3,0.05794679680888024813880000000000000000000000000000000000000000000000000000000000
4,1,fake_boeblingen4,0.14563767437213200758660000000000000000000000000000000000000000000000000000000000
4,1,fake_boeblingen5,0.10205199631786962389200000000000000000000000000000000000000000000000000000000000
4,1,fake_boeblingen6,0.10028497894783924592640000000000000000000000000000000000000000000000000000000000
4,1,fake_johannesburg0,0.19273576664790221773080000000000000000000000000000000000000000000000000000000000
4,1,fake_johannesburg1,0.11644541169161388587820000000000000000000000000000000000000000000000000000000000
4,1,fake_johannesburg2,0.10705268585072826045040000000000000000000000000000000000000000000000000000000000
4,1,fake_johannesburg3,0.06148676912662450865000000000000000000000000000000000000000000000000000000000000
4,1,fake_johannesburg4,0.04777351607310616821780000000000000000000000000000000000000000000000000000000000
4,1,fake_manhattan0,0.52847215554239055006260000000000000000000000000000000000000000000000000000000000
4,1,fake_manhattan1,0.52998086470635642476920000000000000000000000000000000000000000000000000000000000
4,1,fake_manhattan2,0.05668744736283048516620000000000000000000000000000000000000000000000000000000000
4,1,fake_manhattan3,0.19996410348165751613100000000000000000000000000000000000000000000000000000000000
4,1,fake_manhattan4,0.49956975362035761469640000000000000000000000000000000000000000000000000000000000
4,1,fake_manhattan5,0.49957023197348890234160000000000000000000000000000000000000000000000000000000000
4,1,fake_manhattan6,0.02427385650588430163000000000000000000000000000000000000000000000000000000000000
4,1,fake_poughkeepsie0,0.04456759333293068051200000000000000000000000000000000000000000000000000000000000
4,1,fake_poughkeepsie1,0.04521326486726921295000000000000000000000000000000000000000000000000000000000000
4,1,fake_poughkeepsie2,0.14958342939475079168000000000000000000000000000000000000000000000000000000000000
4,1,fake_poughkeepsie3,0.11601079279329163776000000000000000000000000000000000000000000000000000000000000
4,1,fake_poughkeepsie4,0.23574263700514927170000000000000000000000000000000000000000000000000000000000000
4,1,fake_poughkeepsie5,0.22952520786899886450000000000000000000000000000000000000000000000000000000000000
4,1,fake_tokyo0,0.11054820700161297440000000000000000000000000000000000000000000000000000000000000
4,1,fake_tokyo1,0.15178113040109335537600000000000000000000000000000000000000000000000000000000000
