,hardware_spec,success0,success1,success_diff,abs_diff,accum_prob,couplers_success
0,fake_perth0,0.9826,0.9826,0.0,0.0,1.9652,1.9795036183999999
1,fake_perth1,0.9826,0.9826,0.0,0.0,1.9652,1.9812936456
2,fake_perth2,0.9871000000000001,0.9871000000000001,0.0,0.0,1.9742000000000002,1.9781569761
3,fake_perth3,0.9796,0.9796,0.0,0.0,1.9592,1.9597614036
4,fake_perth4,0.9796,0.9796,0.0,0.0,1.9592,1.9728487518
