backend,embedding,time
fake_athens,0,16.37108564376831
fake_athens,1,16.31010675430298
fake_athens,2,16.50859808921814
fake_belem,0,16.493957996368408
fake_belem,1,16.48169755935669
fake_belem,2,16.62815237045288
fake_tenerife,0,16.658114433288574
fake_tenerife,1,16.449848890304565
fake_lima,0,16.396132707595825
fake_lima,1,16.52004384994507
fake_lima,2,16.617915391921997
fake_rome,0,16.39050579071045
fake_rome,1,16.524752140045166
fake_rome,2,16.643901824951172
fake_manila,0,16.572485208511353
fake_manila,1,16.646544218063354
fake_manila,2,16.472256898880005
fake_santiago,0,16.37137198448181
fake_santiago,1,16.46509337425232
fake_santiago,2,16.36135768890381
fake_bogota,0,16.25274634361267
fake_bogota,1,16.313318729400635
fake_bogota,2,16.740877389907837
fake_ourense,0,16.21928858757019
fake_ourense,1,16.504552364349365
fake_ourense,2,16.372616291046143
fake_yorktown,0,16.43082880973816
fake_yorktown,1,16.552289962768555
fake_yorktown,2,16.37374520301819
fake_yorktown,3,16.6553852558136
fake_yorktown,4,16.540144681930542
fake_yorktown,5,16.528614282608032
fake_essex,0,16.28156328201294
fake_essex,1,16.530994653701782
fake_essex,2,16.331406593322754
fake_vigo,0,16.563196420669556
fake_vigo,1,16.38950777053833
fake_vigo,2,16.59429144859314
fake_burlington,0,16.544621229171753
fake_burlington,1,16.500012636184692
fake_burlington,2,16.345264673233032
fake_quito,0,16.49466347694397
fake_quito,1,16.463680267333984
fake_quito,2,16.56605815887451
fake_london,0,16.32378125190735
fake_london,1,16.5581636428833
fake_london,2,16.374861478805542
fake_jakarta,0,16.667023181915283
fake_jakarta,1,16.59678888320923
fake_jakarta,2,16.598997354507446
fake_jakarta,3,16.466055870056152
fake_jakarta,4,16.63558053970337
fake_oslo,0,16.646053552627563
fake_oslo,1,16.643678188323975
fake_oslo,2,16.418764352798462
fake_oslo,3,16.717017889022827
fake_oslo,4,16.538880586624146
fake_perth,0,16.688191175460815
fake_perth,1,16.65099024772644
fake_perth,2,16.694332361221313
fake_perth,3,16.558529138565063
fake_perth,4,16.606830835342407
fake_lagos,0,16.472339391708374
fake_lagos,1,16.68599009513855
fake_lagos,2,16.59848713874817
fake_lagos,3,16.687240839004517
fake_lagos,4,16.596238613128662
fake_nairobi,0,16.881543159484863
fake_nairobi,1,16.589133739471436
fake_nairobi,2,16.779915809631348
fake_nairobi,3,16.664223670959473
fake_nairobi,4,16.706339359283447
fake_casablanca,0,16.345521926879883
fake_casablanca,1,16.630804538726807
fake_casablanca,2,16.6206796169281
fake_casablanca,3,16.59223771095276
fake_casablanca,4,16.54410481452942
fake_melbourne,0,17.441022396087646
fake_melbourne,1,17.201465606689453
fake_melbourne,2,17.264893770217896
fake_melbourne,3,17.154601097106934
fake_melbourne,4,17.4792218208313
fake_melbourne,5,17.184634685516357
fake_melbourne,6,17.257885932922363
fake_melbourne,7,17.229447603225708
fake_guadalupe,0,17.190190076828003
fake_guadalupe,1,17.332611560821533
fake_guadalupe,2,16.96611261367798
fake_guadalupe,3,17.27245283126831
fake_tokyo,0,18.016100645065308
fake_tokyo,1,18.122057914733887
fake_tokyo,2,17.830748319625854
fake_tokyo,3,17.862809419631958
fake_tokyo,4,17.896779775619507
fake_tokyo,5,18.0863778591156
fake_tokyo,6,17.79111671447754
fake_tokyo,7,18.285487174987793
fake_tokyo,8,17.894924640655518
fake_tokyo,9,18.18400502204895
fake_poughkeepsie,0,17.16807746887207
fake_poughkeepsie,1,17.357064485549927
fake_poughkeepsie,2,17.27806568145752
fake_poughkeepsie,3,17.319682836532593
fake_poughkeepsie,4,17.235990285873413
fake_poughkeepsie,5,17.413020849227905
fake_johannesburg,0,17.46968364715576
fake_johannesburg,1,17.45064926147461
fake_johannesburg,2,17.406832218170166
fake_johannesburg,3,17.557809591293335
fake_johannesburg,4,17.511329412460327
fake_boeblingen,0,17.46943950653076
fake_boeblingen,1,17.259331226348877
fake_boeblingen,2,17.505993843078613
fake_boeblingen,3,17.302953720092773
fake_boeblingen,4,17.52779459953308
fake_boeblingen,5,17.211195468902588
fake_boeblingen,6,17.46566605567932
fake_almaden,0,17.343974828720093
fake_almaden,1,17.547381162643433
fake_almaden,2,17.45811700820923
fake_almaden,3,17.461429595947266
fake_almaden,4,17.31336259841919
fake_almaden,5,17.32530450820923
fake_almaden,6,17.38645577430725
fake_almaden,7,17.22587776184082
fake_almaden,8,17.243165969848633
fake_singapore,0,17.58600664138794
fake_singapore,1,17.57549476623535
fake_singapore,2,17.400998830795288
fake_singapore,3,17.70264482498169
fake_singapore,4,17.336394786834717
fake_singapore,5,17.467867136001587
fake_mumbai,0,17.647167921066284
fake_mumbai,1,17.469693183898926
fake_mumbai,2,17.682562589645386
fake_mumbai,3,17.51440954208374
fake_mumbai,4,17.726162433624268
fake_mumbai,5,17.545591592788696
fake_mumbai,6,17.5921630859375
fake_mumbai,7,17.787841320037842
fake_paris,0,17.613816738128662
fake_paris,1,17.626641273498535
fake_paris,2,17.84701156616211
fake_paris,3,17.69170331954956
fake_paris,4,17.865978956222534
fake_paris,5,17.772155046463013
fake_paris,6,17.800060987472534
fake_auckland,0,17.64018177986145
fake_auckland,1,18.148569583892822
fake_kolkata,0,17.665727376937866
fake_kolkata,1,17.848777532577515
fake_kolkata,2,17.852115392684937
fake_kolkata,3,17.726609706878662
fake_kolkata,4,17.622490644454956
fake_kolkata,5,17.677652835845947
fake_kolkata,6,17.8200204372406
fake_toronto,0,17.59744930267334
fake_toronto,1,17.72435450553894
fake_toronto,2,17.742314100265503
fake_toronto,3,17.541141986846924
fake_toronto,4,17.670681476593018
fake_toronto,5,17.771724462509155
fake_toronto,6,17.84643030166626
fake_toronto,7,17.824591398239136
fake_toronto,8,17.770660161972046
fake_montreal,0,17.64613389968872
fake_montreal,1,17.691475868225098
fake_montreal,2,17.815695762634277
fake_montreal,3,17.873090505599976
fake_sydney,0,17.74395990371704
fake_sydney,1,17.695807218551636
