,hardware_spec,success0,success1,success_diff,abs_diff,accum_prob,couplers_success
0,fake_manhattan0,0.9456,0.9454,0.00019999999999997797,0.00019999999999997797,1.891,0.9615105462
1,fake_manhattan1,0.9354,0.9846,-0.04920000000000002,0.04920000000000002,1.92,0.9795381647
2,fake_manhattan2,0.9354,0.9846,-0.04920000000000002,0.04920000000000002,1.92,1.9659816673
3,fake_manhattan3,0.8408,0.815,0.025800000000000045,0.025800000000000045,1.6558,1.9191267191999999
4,fake_manhattan4,0.9336,0.259,0.6746,0.6746,1.1926,0.0
5,fake_manhattan5,0.9336,0.259,0.6746,0.6746,1.1926,0.0
6,fake_manhattan6,0.9978,0.9896,0.008199999999999985,0.008199999999999985,1.9874,1.9659021554
