,hardware_spec,embedding,horizon,lambda,time
348,fake_guadalupe,2,4,0.9756346384771538,34
349,fake_guadalupe,2,5,0.9821984171881247,170
350,fake_guadalupe,2,6,0.9864984342361867,832
351,fake_guadalupe,2,7,0.9869519453986638,4037
352,fake_guadalupe,3,4,0.9646105138016086,32
353,fake_guadalupe,3,5,0.9799426607570781,159
354,fake_guadalupe,3,6,0.9828663989671732,778
355,fake_guadalupe,3,7,0.9847238217226676,3785
356,fake_tokyo,0,4,0.889449292999387,34
357,fake_tokyo,0,5,0.891007066969439,171
358,fake_tokyo,0,6,0.933369966662247,832
359,fake_tokyo,0,7,0.9338970847532446,4049
360,fake_tokyo,1,4,0.8482223695999066,34
361,fake_tokyo,1,5,0.8593653795708882,170
362,fake_tokyo,1,6,0.9169527578047239,833
363,fake_tokyo,1,7,0.9235850918692347,4049
364,fake_tokyo,2,4,0.7661269634640065,35
365,fake_tokyo,2,5,0.8220136554435529,169
366,fake_tokyo,2,6,0.8301059723907416,832
367,fake_tokyo,2,7,0.8778065813196854,4037
368,fake_tokyo,3,4,0.7863262435553685,32
369,fake_tokyo,3,5,0.8464548300500255,159
370,fake_tokyo,3,6,0.8551615254258255,778
371,fake_tokyo,3,7,0.9064827410412738,3784
372,fake_tokyo,4,4,0.9181687905754914,30
373,fake_tokyo,4,5,0.925695830077858,146
374,fake_tokyo,4,6,0.9383513212220269,716
375,fake_tokyo,4,7,0.9394484933836931,3546
376,fake_tokyo,5,4,0.9412538412327259,30
377,fake_tokyo,5,5,0.9491964091029768,146
378,fake_tokyo,5,6,0.962550484487911,714
379,fake_tokyo,5,7,0.9637082241753056,3488
380,fake_tokyo,6,4,0.9182169767542007,29
381,fake_tokyo,6,5,0.9223991615217326,146
382,fake_tokyo,6,6,0.9525744610564296,715
383,fake_tokyo,6,7,0.9536064402409267,3472
384,fake_tokyo,7,4,0.9215415723019474,29
385,fake_tokyo,7,5,0.925756969937,146
386,fake_tokyo,7,6,0.9561720739995617,715
387,fake_tokyo,7,7,0.9572122511640887,3472
388,fake_tokyo,8,4,0.9303084180416035,29
389,fake_tokyo,8,5,0.9509632489456455,146
390,fake_tokyo,8,6,0.9538652463404829,704
391,fake_tokyo,8,7,0.9574001962637272,3439
392,fake_tokyo,9,4,0.9425316735737413,29
393,fake_tokyo,9,5,0.9637731727432838,142
394,fake_tokyo,9,6,0.9667575970294111,676
395,fake_tokyo,9,7,0.9703929517062854,3381
396,fake_poughkeepsie,0,4,0.9554304066670694,34
397,fake_poughkeepsie,0,5,0.9690933488670814,170
398,fake_poughkeepsie,0,6,0.9735420028474053,833
399,fake_poughkeepsie,0,7,0.9752089364475756,4047
400,fake_poughkeepsie,1,4,0.9547807351417308,34
401,fake_poughkeepsie,1,5,0.9556903026120053,170
402,fake_poughkeepsie,1,6,0.97694871352726,833
403,fake_poughkeepsie,1,7,0.9770817323123828,4048
404,fake_poughkeepsie,2,4,0.8504165706052492,34
405,fake_poughkeepsie,2,5,0.8546215694525122,170
406,fake_poughkeepsie,2,6,0.9042657858432991,831
407,fake_poughkeepsie,2,7,0.9062061741513708,4037
408,fake_poughkeepsie,3,4,0.8839902072067084,32
409,fake_poughkeepsie,3,5,0.8885980836931888,159
410,fake_poughkeepsie,3,6,0.9429986734925776,778
411,fake_poughkeepsie,3,7,0.9451249688815111,3784
412,fake_poughkeepsie,4,4,0.7642588629953507,30
413,fake_poughkeepsie,4,5,0.8324375360041666,147
414,fake_poughkeepsie,4,6,0.8419117461521433,716
415,fake_poughkeepsie,4,7,0.8652080801788431,3545
416,fake_poughkeepsie,5,4,0.7704732921315012,30
417,fake_poughkeepsie,5,5,0.8402555151454438,146
418,fake_poughkeepsie,5,6,0.8499525222231137,715
419,fake_poughkeepsie,5,7,0.8737969130243918,3487
420,fake_johannesburg,0,4,0.8072687333555978,34
421,fake_johannesburg,0,5,0.8804596882206369,170
422,fake_johannesburg,0,6,0.8862300949392167,833
423,fake_johannesburg,0,7,0.9254324790339931,4051
424,fake_johannesburg,1,4,0.8835520883088861,34
425,fake_johannesburg,1,5,0.9443069812651416,170
426,fake_johannesburg,1,6,0.9504261851627649,833
427,fake_johannesburg,1,7,0.9596967323755092,4052
428,fake_johannesburg,2,4,0.8929498141502717,34
429,fake_johannesburg,2,5,0.893342794445805,170
430,fake_johannesburg,2,6,0.942824134969989,831
431,fake_johannesburg,2,7,0.942973765152286,4040
432,fake_johannesburg,3,4,0.9385097308748754,32
433,fake_johannesburg,3,5,0.9452627990538429,159
434,fake_johannesburg,3,6,0.9534330447649358,778
435,fake_johannesburg,3,7,0.9541273061820397,3786
436,fake_johannesburg,4,4,0.9522229839278938,29
437,fake_johannesburg,4,5,0.9591872534568612,147
438,fake_johannesburg,4,6,0.9676129911232636,716
439,fake_johannesburg,4,7,0.9683289647517388,3548
440,fake_boeblingen,0,4,0.937002939824772,34
441,fake_boeblingen,0,5,0.9615626174428118,170
442,fake_boeblingen,0,6,0.9672864382238201,833
443,fake_boeblingen,0,7,0.9726249468584274,4050
444,fake_boeblingen,1,4,0.951166216884848,34
445,fake_boeblingen,1,5,0.9765218474273857,170
446,fake_boeblingen,1,6,0.9824311597434128,833
447,fake_boeblingen,1,7,0.987942682782236,4051
448,fake_boeblingen,2,4,0.9565459165639626,34
449,fake_boeblingen,2,5,0.9631201849625268,170
450,fake_boeblingen,2,6,0.9723676604630873,832
451,fake_boeblingen,2,7,0.9730552495204149,4038
452,fake_boeblingen,3,4,0.9420547031856198,32
453,fake_boeblingen,3,5,0.94461863379489,159
454,fake_boeblingen,3,6,0.9732883624540528,778
455,fake_boeblingen,3,7,0.9738320887402432,3785
456,fake_boeblingen,4,4,0.854355825639868,30
457,fake_boeblingen,4,5,0.9142424499326686,146
458,fake_boeblingen,4,6,0.9184369364373733,717
459,fake_boeblingen,4,7,0.9560573147172945,3547
460,fake_boeblingen,5,4,0.8979495036826304,29
461,fake_boeblingen,5,5,0.9166531333956606,146
462,fake_boeblingen,5,6,0.9571410780100095,715
463,fake_boeblingen,5,7,0.965611046912619,3489
464,fake_boeblingen,6,4,0.8997170210521608,29
465,fake_boeblingen,6,5,0.9185036740416123,146
466,fake_boeblingen,6,6,0.9591714535463746,714
467,fake_boeblingen,6,7,0.9676790276774198,3477
468,fake_almaden,0,4,0.9004918139703473,34
469,fake_almaden,0,5,0.955226164710826,170
470,fake_almaden,0,6,0.9581677164720708,833
471,fake_almaden,0,7,0.9724390819635997,4051
472,fake_almaden,1,4,0.9029869615035894,35
473,fake_almaden,1,5,0.9580623222384904,170
474,fake_almaden,1,6,0.9610222068473878,834
475,fake_almaden,1,7,0.9753824657987631,4051
476,fake_almaden,2,4,0.9054841197607483,34
477,fake_almaden,2,5,0.9081874788049796,170
478,fake_almaden,2,6,0.9464024174959529,832
479,fake_almaden,2,7,0.9472211810441665,4038
480,fake_almaden,3,4,0.9261875157976749,32
481,fake_almaden,3,5,0.929028927966468,159
482,fake_almaden,3,6,0.9691949983600816,779
483,fake_almaden,3,7,0.9700555699116545,3785
484,fake_almaden,4,4,0.7438960041312067,29
485,fake_almaden,4,5,0.7829199756352302,147
486,fake_almaden,4,6,0.8200360311030283,717
487,fake_almaden,4,7,0.8595803249771499,3547
488,fake_almaden,5,4,0.7524817362025036,29
489,fake_almaden,5,5,0.7928790831505428,146
490,fake_almaden,5,6,0.8313017070257659,715
491,fake_almaden,5,7,0.872237769350363,3488
492,fake_almaden,6,4,0.9616779646193309,29
493,fake_almaden,6,5,0.9724502965678987,146
494,fake_almaden,6,6,0.9779189284860722,715
495,fake_almaden,6,7,0.9790733740219243,3473
496,fake_almaden,7,4,0.8467091334073529,29
497,fake_almaden,7,5,0.8952484820843822,146
498,fake_almaden,7,6,0.9000715004688798,715
499,fake_almaden,7,7,0.9047917500189707,3474
500,fake_almaden,8,4,0.9589210299771282,29
501,fake_almaden,8,5,0.9788079371460149,146
502,fake_almaden,8,6,0.9800007840876238,704
503,fake_almaden,8,7,0.9828532275273204,3440
504,fake_singapore,0,4,0.903890180330455,34
505,fake_singapore,0,5,0.9414520601011873,170
506,fake_singapore,0,6,0.9597943741647146,833
507,fake_singapore,0,7,0.9763662623388842,4048
508,fake_singapore,1,4,0.9069821951530324,35
509,fake_singapore,1,5,0.9448314928022644,169
510,fake_singapore,1,6,0.9633141595059442,834
511,fake_singapore,1,7,0.9800128532865112,4049
512,fake_singapore,2,4,0.9608535902779668,34
513,fake_singapore,2,5,0.9719141388720539,170
514,fake_singapore,2,6,0.9758581403211319,831
515,fake_singapore,2,7,0.9769575807623458,4038
516,fake_singapore,3,4,0.8967389579876693,32
517,fake_singapore,3,5,0.9483147527852674,158
518,fake_singapore,3,6,0.9503627309760074,779
519,fake_singapore,3,7,0.973890890869621,3784
520,fake_singapore,4,4,0.8986010264404071,30
521,fake_singapore,4,5,0.9504190396181794,146
522,fake_singapore,4,6,0.9524765909410907,716
523,fake_singapore,4,7,0.9761152387325382,3546
524,fake_singapore,5,4,0.9281160324726715,30
525,fake_singapore,5,5,0.9285441280862323,145
526,fake_singapore,5,6,0.9660789485099477,715
527,fake_singapore,5,7,0.9661928355939458,3486
528,fake_mumbai,0,4,0.9600625395132091,34
529,fake_mumbai,0,5,0.9640190983431729,171
530,fake_mumbai,0,6,0.972802421689122,832
531,fake_mumbai,0,7,0.9731319882676341,4048
532,fake_mumbai,1,4,0.972311005765253,34
533,fake_mumbai,1,5,0.9812849501436457,170
534,fake_mumbai,1,6,0.9861037197046855,834
535,fake_mumbai,1,7,0.9868996229805678,4049
536,fake_mumbai,2,4,0.945428649305681,34
537,fake_mumbai,2,5,0.9469431235424262,170
538,fake_mumbai,2,6,0.9829750795991786,831
539,fake_mumbai,2,7,0.9833581083717674,4037
540,fake_mumbai,3,4,0.9492817774899358,32
541,fake_mumbai,3,5,0.9508093119043396,159
542,fake_mumbai,3,6,0.9871530404047018,779
543,fake_mumbai,3,7,0.9875393775997026,3784
544,fake_mumbai,4,4,0.8932216184912951,29
545,fake_mumbai,4,5,0.8940081067081037,147
546,fake_mumbai,4,6,0.9647529583596061,716
547,fake_mumbai,4,7,0.9651821682456493,3545
548,fake_mumbai,5,4,0.8935098943721903,30
549,fake_mumbai,5,5,0.8942969591407606,146
550,fake_mumbai,5,6,0.9650936748288638,715
551,fake_mumbai,5,7,0.9655231993653558,3487
552,fake_mumbai,6,4,0.9732770535667282,30
553,fake_mumbai,6,5,0.9817014090857441,145
554,fake_mumbai,6,6,0.9865781904548393,715
555,fake_mumbai,6,7,0.9872964784921875,3474
556,fake_mumbai,7,4,0.9585255452788465,30
557,fake_mumbai,7,5,0.9587089402712442,146
558,fake_mumbai,7,6,0.9859006126105906,715
559,fake_mumbai,7,7,0.9859334614428178,3474
560,fake_paris,0,4,0.7780963791351435,34
561,fake_paris,0,5,0.8247610802923562,170
562,fake_paris,0,6,0.8589775483750006,833
563,fake_paris,0,7,0.9036349551768657,4048
564,fake_paris,1,4,0.9688865564140295,34
