horizon,diff_index,real_hardware,acc,ins
5,5,fake_kolkata4,0.986,-1
5,6,fake_kolkata4,0.009,-1
5,7,fake_kolkata4,0.011,-1
5,8,fake_kolkata4,0.986,-1
5,0,fake_kolkata5,0.987,-1
5,1,fake_kolkata5,0.987,-1
5,2,fake_kolkata5,0.982,-1
5,3,fake_kolkata5,0.98,-1
5,4,fake_kolkata5,0.986,-1
5,5,fake_kolkata5,0.988,-1
5,6,fake_kolkata5,0.018,-1
5,7,fake_kolkata5,0.018,-1
5,8,fake_kolkata5,0.981,-1
5,0,fake_kolkata6,0.99,-1
5,1,fake_kolkata6,0.985,-1
5,2,fake_kolkata6,0.986,-1
5,3,fake_kolkata6,0.985,-1
5,4,fake_kolkata6,0.99,-1
5,5,fake_kolkata6,0.99,-1
5,6,fake_kolkata6,0.009,-1
5,7,fake_kolkata6,0.017,-1
5,8,fake_kolkata6,0.985,-1
5,0,fake_toronto0,0.906,-1
5,1,fake_toronto0,0.844,-1
5,2,fake_toronto0,0.875,-1
5,3,fake_toronto0,0.843,-1
5,4,fake_toronto0,0.915,-1
5,5,fake_toronto0,0.874,-1
5,6,fake_toronto0,0.086,-1
5,7,fake_toronto0,0.156,-1
5,8,fake_toronto0,0.886,-1
5,0,fake_toronto1,0.928,-1
5,1,fake_toronto1,0.864,-1
5,2,fake_toronto1,0.893,-1
5,3,fake_toronto1,0.867,-1
5,4,fake_toronto1,0.928,-1
5,5,fake_toronto1,0.894,-1
5,6,fake_toronto1,0.078,-1
5,7,fake_toronto1,0.146,-1
5,8,fake_toronto1,0.89,-1
5,0,fake_toronto2,0.956,-1
5,1,fake_toronto2,0.94,-1
5,2,fake_toronto2,0.946,-1
5,3,fake_toronto2,0.94,-1
5,4,fake_toronto2,0.95,-1
5,5,fake_toronto2,0.948,-1
5,6,fake_toronto2,0.044,-1
5,7,fake_toronto2,0.057,-1
5,8,fake_toronto2,0.95,-1
5,0,fake_toronto3,0.983,-1
5,1,fake_toronto3,0.965,-1
5,2,fake_toronto3,0.974,-1
5,3,fake_toronto3,0.966,-1
5,4,fake_toronto3,0.982,-1
5,5,fake_toronto3,0.973,-1
5,6,fake_toronto3,0.022,-1
5,7,fake_toronto3,0.035,-1
5,8,fake_toronto3,0.977,-1
5,0,fake_toronto4,0.704,-1
5,1,fake_toronto4,0.736,-1
5,2,fake_toronto4,0.717,-1
5,3,fake_toronto4,0.726,-1
5,4,fake_toronto4,0.694,-1
5,5,fake_toronto4,0.727,-1
5,6,fake_toronto4,0.303,-1
5,7,fake_toronto4,0.272,-1
5,8,fake_toronto4,0.708,-1
5,0,fake_toronto5,0.875,-1
5,1,fake_toronto5,0.877,-1
5,2,fake_toronto5,0.885,-1
5,3,fake_toronto5,0.874,-1
5,4,fake_toronto5,0.878,-1
5,5,fake_toronto5,0.878,-1
5,6,fake_toronto5,0.126,-1
5,7,fake_toronto5,0.127,-1
5,8,fake_toronto5,0.875,-1
5,0,fake_toronto6,0.953,-1
5,1,fake_toronto6,0.94,-1
5,2,fake_toronto6,0.944,-1
5,3,fake_toronto6,0.946,-1
5,4,fake_toronto6,0.945,-1
5,5,fake_toronto6,0.945,-1
5,6,fake_toronto6,0.053,-1
5,7,fake_toronto6,0.052,-1
5,8,fake_toronto6,0.942,-1
5,0,fake_toronto7,0.959,-1
5,1,fake_toronto7,0.959,-1
5,2,fake_toronto7,0.958,-1
5,3,fake_toronto7,0.955,-1
5,4,fake_toronto7,0.957,-1
5,5,fake_toronto7,0.964,-1
5,6,fake_toronto7,0.042,-1
5,7,fake_toronto7,0.043,-1
5,8,fake_toronto7,0.96,-1
5,0,fake_toronto8,0.979,-1
5,1,fake_toronto8,0.979,-1
5,2,fake_toronto8,0.979,-1
5,3,fake_toronto8,0.975,-1
5,4,fake_toronto8,0.982,-1
5,5,fake_toronto8,0.978,-1
5,6,fake_toronto8,0.021,-1
5,7,fake_toronto8,0.023,-1
5,8,fake_toronto8,0.983,-1
5,0,fake_montreal0,0.978,-1
5,1,fake_montreal0,0.977,-1
5,2,fake_montreal0,0.977,-1
5,3,fake_montreal0,0.977,-1
5,4,fake_montreal0,0.978,-1
5,5,fake_montreal0,0.977,-1
5,6,fake_montreal0,0.024,-1
5,7,fake_montreal0,0.02,-1
5,8,fake_montreal0,0.975,-1
5,0,fake_montreal1,0.986,-1
5,1,fake_montreal1,0.979,-1
5,2,fake_montreal1,0.984,-1
5,3,fake_montreal1,0.979,-1
5,4,fake_montreal1,0.986,-1
5,5,fake_montreal1,0.984,-1
5,6,fake_montreal1,0.009,-1
5,7,fake_montreal1,0.02,-1
5,8,fake_montreal1,0.987,-1
5,0,fake_montreal2,0.958,-1
5,1,fake_montreal2,0.92,-1
5,2,fake_montreal2,0.937,-1
5,3,fake_montreal2,0.928,-1
5,4,fake_montreal2,0.953,-1
5,5,fake_montreal2,0.937,-1
5,6,fake_montreal2,0.047,-1
5,7,fake_montreal2,0.078,-1
5,8,fake_montreal2,0.943,-1
5,0,fake_montreal3,0.895,-1
5,1,fake_montreal3,0.893,-1
5,2,fake_montreal3,0.895,-1
5,3,fake_montreal3,0.889,-1
5,4,fake_montreal3,0.886,-1
5,5,fake_montreal3,0.894,-1
5,6,fake_montreal3,0.107,-1
5,7,fake_montreal3,0.119,-1
5,8,fake_montreal3,0.894,-1
5,0,fake_sydney0,0.96,-1
5,1,fake_sydney0,0.908,-1
5,2,fake_sydney0,0.937,-1
5,3,fake_sydney0,0.903,-1
5,4,fake_sydney0,0.961,-1
5,5,fake_sydney0,0.938,-1
5,6,fake_sydney0,0.046,-1
5,7,fake_sydney0,0.094,-1
5,8,fake_sydney0,0.936,-1
5,0,fake_sydney1,0.964,-1
5,1,fake_sydney1,0.91,-1
5,2,fake_sydney1,0.931,-1
5,3,fake_sydney1,0.904,-1
5,4,fake_sydney1,0.965,-1
5,5,fake_sydney1,0.939,-1
5,6,fake_sydney1,0.037,-1
5,7,fake_sydney1,0.088,-1
5,8,fake_sydney1,0.933,-1
5,0,fake_sydney2,0.884,-1
5,1,fake_sydney2,0.841,-1
5,2,fake_sydney2,0.868,-1
5,3,fake_sydney2,0.861,-1
5,4,fake_sydney2,0.885,-1
5,5,fake_sydney2,0.866,-1
5,6,fake_sydney2,0.124,-1
5,7,fake_sydney2,0.147,-1
5,8,fake_sydney2,0.865,-1
5,0,fake_sydney3,0.888,-1
5,1,fake_sydney3,0.86,-1
5,2,fake_sydney3,0.869,-1
5,3,fake_sydney3,0.854,-1
5,4,fake_sydney3,0.896,-1
5,5,fake_sydney3,0.88,-1
5,6,fake_sydney3,0.111,-1
5,7,fake_sydney3,0.144,-1
5,8,fake_sydney3,0.877,-1
5,0,fake_sydney4,0.969,-1
5,1,fake_sydney4,0.969,-1
5,2,fake_sydney4,0.97,-1
5,3,fake_sydney4,0.962,-1
5,4,fake_sydney4,0.974,-1
5,5,fake_sydney4,0.968,-1
5,6,fake_sydney4,0.029,-1
5,7,fake_sydney4,0.036,-1
5,8,fake_sydney4,0.965,-1
5,0,fake_sydney5,0.978,-1
5,1,fake_sydney5,0.963,-1
5,2,fake_sydney5,0.972,-1
5,3,fake_sydney5,0.964,-1
5,4,fake_sydney5,0.983,-1
5,5,fake_sydney5,0.971,-1
5,6,fake_sydney5,0.016,-1
5,7,fake_sydney5,0.036,-1
5,8,fake_sydney5,0.971,-1
5,0,fake_cairo0,0.987,-1
5,1,fake_cairo0,0.985,-1
5,2,fake_cairo0,0.983,-1
5,3,fake_cairo0,0.984,-1
5,4,fake_cairo0,0.98,-1
5,5,fake_cairo0,0.985,-1
5,6,fake_cairo0,0.011,-1
5,7,fake_cairo0,0.016,-1
5,8,fake_cairo0,0.983,-1
5,0,fake_cairo1,0.968,-1
5,1,fake_cairo1,0.962,-1
5,2,fake_cairo1,0.965,-1
5,3,fake_cairo1,0.963,-1
5,4,fake_cairo1,0.973,-1
5,5,fake_cairo1,0.97,-1
5,6,fake_cairo1,0.026,-1
5,7,fake_cairo1,0.037,-1
5,8,fake_cairo1,0.971,-1
5,0,fake_cairo2,0.975,-1
5,1,fake_cairo2,0.967,-1
5,2,fake_cairo2,0.967,-1
5,3,fake_cairo2,0.963,-1
5,4,fake_cairo2,0.975,-1
5,5,fake_cairo2,0.976,-1
5,6,fake_cairo2,0.027,-1
5,7,fake_cairo2,0.025,-1
5,8,fake_cairo2,0.973,-1
5,0,fake_cairo3,0.984,-1
5,1,fake_cairo3,0.979,-1
5,2,fake_cairo3,0.981,-1
5,3,fake_cairo3,0.982,-1
5,4,fake_cairo3,0.98,-1
5,5,fake_cairo3,0.981,-1
5,6,fake_cairo3,0.019,-1
5,7,fake_cairo3,0.016,-1
5,8,fake_cairo3,0.98,-1
5,0,fake_cairo4,0.987,-1
5,1,fake_cairo4,0.984,-1
5,2,fake_cairo4,0.982,-1
5,3,fake_cairo4,0.984,-1
5,4,fake_cairo4,0.984,-1
5,5,fake_cairo4,0.984,-1
5,6,fake_cairo4,0.016,-1
5,7,fake_cairo4,0.015,-1
5,8,fake_cairo4,0.982,-1
5,0,fake_cairo5,0.89,-1
5,1,fake_cairo5,0.88,-1
5,2,fake_cairo5,0.886,-1
5,3,fake_cairo5,0.885,-1
5,4,fake_cairo5,0.891,-1
5,5,fake_cairo5,0.876,-1
5,6,fake_cairo5,0.107,-1
5,7,fake_cairo5,0.11,-1
5,8,fake_cairo5,0.898,-1
5,0,fake_cairo6,0.884,-1
5,1,fake_cairo6,0.885,-1
5,2,fake_cairo6,0.878,-1
5,3,fake_cairo6,0.884,-1
5,4,fake_cairo6,0.896,-1
5,5,fake_cairo6,0.881,-1
5,6,fake_cairo6,0.1,-1
5,7,fake_cairo6,0.117,-1
5,8,fake_cairo6,0.891,-1
5,0,fake_cairo7,0.967,-1
5,1,fake_cairo7,0.982,-1
5,2,fake_cairo7,0.97,-1
5,3,fake_cairo7,0.979,-1
5,4,fake_cairo7,0.963,-1
5,5,fake_cairo7,0.972,-1
5,6,fake_cairo7,0.035,-1
5,7,fake_cairo7,0.022,-1
5,8,fake_cairo7,0.974,-1
5,0,fake_cairo8,0.961,-1
5,1,fake_cairo8,0.944,-1
5,2,fake_cairo8,0.954,-1
5,3,fake_cairo8,0.948,-1
5,4,fake_cairo8,0.957,-1
5,5,fake_cairo8,0.949,-1
5,6,fake_cairo8,0.043,-1
5,7,fake_cairo8,0.057,-1
5,8,fake_cairo8,0.958,-1
5,0,fake_cairo9,0.965,-1
5,1,fake_cairo9,0.956,-1
5,2,fake_cairo9,0.957,-1
5,3,fake_cairo9,0.951,-1
5,4,fake_cairo9,0.963,-1
5,5,fake_cairo9,0.958,-1
5,6,fake_cairo9,0.036,-1
5,7,fake_cairo9,0.045,-1
5,8,fake_cairo9,0.957,-1
5,0,fake_hanoi0,0.938,-1
5,1,fake_hanoi0,0.954,-1
5,2,fake_hanoi0,0.949,-1
5,3,fake_hanoi0,0.955,-1
5,4,fake_hanoi0,0.933,-1
5,5,fake_hanoi0,0.949,-1
5,6,fake_hanoi0,0.065,-1
5,7,fake_hanoi0,0.047,-1
5,8,fake_hanoi0,0.952,-1
5,0,fake_hanoi1,0.954,-1
5,1,fake_hanoi1,0.965,-1
5,2,fake_hanoi1,0.959,-1
5,3,fake_hanoi1,0.969,-1
5,4,fake_hanoi1,0.95,-1
5,5,fake_hanoi1,0.963,-1
5,6,fake_hanoi1,0.054,-1
5,7,fake_hanoi1,0.033,-1
5,8,fake_hanoi1,0.96,-1
5,0,fake_hanoi2,0.984,-1
5,1,fake_hanoi2,0.979,-1
5,2,fake_hanoi2,0.986,-1
5,3,fake_hanoi2,0.98,-1
5,4,fake_hanoi2,0.984,-1
5,5,fake_hanoi2,0.98,-1
5,6,fake_hanoi2,0.016,-1
5,7,fake_hanoi2,0.019,-1
5,8,fake_hanoi2,0.983,-1
5,0,fake_hanoi3,0.987,-1
5,1,fake_hanoi3,0.983,-1
5,2,fake_hanoi3,0.982,-1
5,3,fake_hanoi3,0.983,-1
5,4,fake_hanoi3,0.987,-1
5,5,fake_hanoi3,0.988,-1
5,6,fake_hanoi3,0.012,-1
5,7,fake_hanoi3,0.015,-1
5,8,fake_hanoi3,0.985,-1
5,0,fake_hanoi4,0.915,-1
5,1,fake_hanoi4,0.908,-1
5,2,fake_hanoi4,0.906,-1
5,3,fake_hanoi4,0.897,-1
5,4,fake_hanoi4,0.918,-1
5,5,fake_hanoi4,0.905,-1
5,6,fake_hanoi4,0.088,-1
5,7,fake_hanoi4,0.099,-1
5,8,fake_hanoi4,0.911,-1
5,0,fake_hanoi5,0.915,-1
5,1,fake_hanoi5,0.906,-1
5,2,fake_hanoi5,0.909,-1
5,3,fake_hanoi5,0.904,-1
5,4,fake_hanoi5,0.923,-1
5,5,fake_hanoi5,0.917,-1
5,6,fake_hanoi5,0.078,-1
5,7,fake_hanoi5,0.09,-1
5,8,fake_hanoi5,0.909,-1
5,0,fake_hanoi6,0.917,-1
5,1,fake_hanoi6,0.916,-1
5,2,fake_hanoi6,0.911,-1
5,3,fake_hanoi6,0.919,-1
5,4,fake_hanoi6,0.919,-1
5,5,fake_hanoi6,0.923,-1
5,6,fake_hanoi6,0.081,-1
5,7,fake_hanoi6,0.09,-1
5,8,fake_hanoi6,0.917,-1
5,0,fake_geneva0,0.832,-1
5,1,fake_geneva0,0.845,-1
5,2,fake_geneva0,0.839,-1
5,3,fake_geneva0,0.839,-1
5,4,fake_geneva0,0.833,-1
5,5,fake_geneva0,0.843,-1
5,6,fake_geneva0,0.159,-1
5,7,fake_geneva0,0.164,-1
5,8,fake_geneva0,0.842,-1
5,0,fake_geneva1,0.962,-1
5,1,fake_geneva1,0.963,-1
5,2,fake_geneva1,0.957,-1
5,3,fake_geneva1,0.962,-1
5,4,fake_geneva1,0.965,-1
5,5,fake_geneva1,0.967,-1
5,6,fake_geneva1,0.039,-1
5,7,fake_geneva1,0.041,-1
5,8,fake_geneva1,0.959,-1
5,0,fake_geneva2,0.972,-1
5,1,fake_geneva2,0.971,-1
5,2,fake_geneva2,0.977,-1
5,3,fake_geneva2,0.97,-1
5,4,fake_geneva2,0.972,-1
5,5,fake_geneva2,0.974,-1
5,6,fake_geneva2,0.03,-1
5,7,fake_geneva2,0.027,-1
5,8,fake_geneva2,0.97,-1
5,0,fake_cambridge0,0.487,-1
5,1,fake_cambridge0,0.508,-1
5,2,fake_cambridge0,0.481,-1
5,3,fake_cambridge0,0.503,-1
5,4,fake_cambridge0,0.489,-1
5,5,fake_cambridge0,0.494,-1
5,6,fake_cambridge0,0.493,-1
5,7,fake_cambridge0,0.498,-1
5,8,fake_cambridge0,0.497,-1
5,0,fake_cambridge1,0.857,-1
5,1,fake_cambridge1,0.855,-1
5,2,fake_cambridge1,0.857,-1
5,3,fake_cambridge1,0.858,-1
5,4,fake_cambridge1,0.857,-1
5,5,fake_cambridge1,0.858,-1
5,6,fake_cambridge1,0.15,-1
5,7,fake_cambridge1,0.148,-1
5,8,fake_cambridge1,0.85,-1
5,0,fake_cambridge2,0.553,-1
5,1,fake_cambridge2,0.646,-1
5,2,fake_cambridge2,0.585,-1
5,3,fake_cambridge2,0.667,-1
5,4,fake_cambridge2,0.545,-1
5,5,fake_cambridge2,0.602,-1
5,6,fake_cambridge2,0.451,-1
5,7,fake_cambridge2,0.346,-1
5,8,fake_cambridge2,0.607,-1
5,0,fake_cambridge3,0.928,-1
5,1,fake_cambridge3,0.902,-1
5,2,fake_cambridge3,0.912,-1
5,3,fake_cambridge3,0.911,-1
5,4,fake_cambridge3,0.933,-1
5,5,fake_cambridge3,0.919,-1
5,6,fake_cambridge3,0.073,-1
5,7,fake_cambridge3,0.088,-1
5,8,fake_cambridge3,0.921,-1
5,0,fake_cambridge4,0.954,-1
5,1,fake_cambridge4,0.939,-1
5,2,fake_cambridge4,0.94,-1
5,3,fake_cambridge4,0.938,-1
5,4,fake_cambridge4,0.953,-1
5,5,fake_cambridge4,0.95,-1
5,6,fake_cambridge4,0.044,-1
5,7,fake_cambridge4,0.063,-1
5,8,fake_cambridge4,0.944,-1
5,0,fake_rochester0,0.714,-1
5,1,fake_rochester0,0.762,-1
5,2,fake_rochester0,0.745,-1
5,3,fake_rochester0,0.763,-1
5,4,fake_rochester0,0.709,-1
5,5,fake_rochester0,0.735,-1
5,6,fake_rochester0,0.291,-1
5,7,fake_rochester0,0.232,-1
5,8,fake_rochester0,0.744,-1
5,0,fake_rochester1,0.771,-1
5,1,fake_rochester1,0.782,-1
5,2,fake_rochester1,0.766,-1
5,3,fake_rochester1,0.781,-1
5,4,fake_rochester1,0.779,-1
5,5,fake_rochester1,0.775,-1
5,6,fake_rochester1,0.229,-1
5,7,fake_rochester1,0.23,-1
5,8,fake_rochester1,0.757,-1
5,0,fake_rochester2,0.605,-1
5,1,fake_rochester2,0.604,-1
5,2,fake_rochester2,0.607,-1
5,3,fake_rochester2,0.594,-1
5,4,fake_rochester2,0.595,-1
5,5,fake_rochester2,0.587,-1
5,6,fake_rochester2,0.398,-1
5,7,fake_rochester2,0.401,-1
5,8,fake_rochester2,0.592,-1
5,0,fake_rochester3,0.952,-1
5,1,fake_rochester3,0.937,-1
5,2,fake_rochester3,0.946,-1
5,3,fake_rochester3,0.937,-1
5,4,fake_rochester3,0.952,-1
5,5,fake_rochester3,0.942,-1
5,6,fake_rochester3,0.04,-1
5,7,fake_rochester3,0.059,-1
5,8,fake_rochester3,0.95,-1
5,0,fake_rochester4,0.627,-1
5,1,fake_rochester4,0.546,-1
5,2,fake_rochester4,0.582,-1
5,3,fake_rochester4,0.537,-1
5,4,fake_rochester4,0.639,-1
5,5,fake_rochester4,0.598,-1
5,6,fake_rochester4,0.36,-1
5,7,fake_rochester4,0.452,-1
5,8,fake_rochester4,0.605,-1
5,0,fake_brooklyn0,0.91,-1
5,1,fake_brooklyn0,0.821,-1
5,2,fake_brooklyn0,0.865,-1
5,3,fake_brooklyn0,0.822,-1
5,4,fake_brooklyn0,0.91,-1
5,5,fake_brooklyn0,0.867,-1
5,6,fake_brooklyn0,0.088,-1
5,7,fake_brooklyn0,0.174,-1
5,8,fake_brooklyn0,0.87,-1
5,0,fake_brooklyn1,0.972,-1
5,1,fake_brooklyn1,0.969,-1
5,2,fake_brooklyn1,0.976,-1
5,3,fake_brooklyn1,0.974,-1
5,4,fake_brooklyn1,0.979,-1
5,5,fake_brooklyn1,0.979,-1
5,6,fake_brooklyn1,0.023,-1
5,7,fake_brooklyn1,0.022,-1
5,8,fake_brooklyn1,0.972,-1
5,0,fake_brooklyn2,0.985,-1
5,1,fake_brooklyn2,0.959,-1
5,2,fake_brooklyn2,0.969,-1
5,3,fake_brooklyn2,0.959,-1
5,4,fake_brooklyn2,0.984,-1
5,5,fake_brooklyn2,0.968,-1
5,6,fake_brooklyn2,0.018,-1
5,7,fake_brooklyn2,0.043,-1
5,8,fake_brooklyn2,0.971,-1
5,0,fake_brooklyn3,0.979,-1
5,1,fake_brooklyn3,0.969,-1
5,2,fake_brooklyn3,0.972,-1
5,3,fake_brooklyn3,0.976,-1
5,4,fake_brooklyn3,0.978,-1
5,5,fake_brooklyn3,0.977,-1
5,6,fake_brooklyn3,0.019,-1
5,7,fake_brooklyn3,0.029,-1
5,8,fake_brooklyn3,0.971,-1
5,0,fake_brooklyn4,0.982,-1
5,1,fake_brooklyn4,0.968,-1
5,2,fake_brooklyn4,0.979,-1
5,3,fake_brooklyn4,0.973,-1
5,4,fake_brooklyn4,0.981,-1
5,5,fake_brooklyn4,0.977,-1
5,6,fake_brooklyn4,0.018,-1
5,7,fake_brooklyn4,0.025,-1
5,8,fake_brooklyn4,0.979,-1
5,0,fake_brooklyn5,0.918,-1
5,1,fake_brooklyn5,0.907,-1
5,2,fake_brooklyn5,0.902,-1
5,3,fake_brooklyn5,0.903,-1
5,4,fake_brooklyn5,0.917,-1
5,5,fake_brooklyn5,0.912,-1
5,6,fake_brooklyn5,0.089,-1
5,7,fake_brooklyn5,0.104,-1
5,8,fake_brooklyn5,0.9,-1
5,0,fake_manhattan0,0.467,-1
5,1,fake_manhattan0,0.47,-1
5,2,fake_manhattan0,0.472,-1
5,3,fake_manhattan0,0.471,-1
5,4,fake_manhattan0,0.471,-1
5,5,fake_manhattan0,0.473,-1
5,6,fake_manhattan0,0.54,-1
5,7,fake_manhattan0,0.536,-1
5,8,fake_manhattan0,0.474,-1
5,0,fake_manhattan1,0.482,-1
5,1,fake_manhattan1,0.469,-1
5,2,fake_manhattan1,0.465,-1
5,3,fake_manhattan1,0.479,-1
5,4,fake_manhattan1,0.484,-1
5,5,fake_manhattan1,0.484,-1
5,6,fake_manhattan1,0.528,-1
5,7,fake_manhattan1,0.527,-1
5,8,fake_manhattan1,0.474,-1
5,0,fake_manhattan2,0.923,-1
5,1,fake_manhattan2,0.964,-1
5,2,fake_manhattan2,0.948,-1
5,3,fake_manhattan2,0.962,-1
5,4,fake_manhattan2,0.919,-1
5,5,fake_manhattan2,0.943,-1
5,6,fake_manhattan2,0.077,-1
5,7,fake_manhattan2,0.033,-1
5,8,fake_manhattan2,0.943,-1
5,0,fake_manhattan3,0.815,-1
5,1,fake_manhattan3,0.794,-1
5,2,fake_manhattan3,0.802,-1
5,3,fake_manhattan3,0.791,-1
5,4,fake_manhattan3,0.808,-1
5,5,fake_manhattan3,0.792,-1
5,6,fake_manhattan3,0.197,-1
5,7,fake_manhattan3,0.206,-1
5,8,fake_manhattan3,0.801,-1
5,0,fake_manhattan4,0.508,-1
5,1,fake_manhattan4,0.498,-1
5,2,fake_manhattan4,0.509,-1
5,3,fake_manhattan4,0.49,-1
5,4,fake_manhattan4,0.491,-1
5,5,fake_manhattan4,0.493,-1
5,6,fake_manhattan4,0.499,-1
5,7,fake_manhattan4,0.513,-1
5,8,fake_manhattan4,0.503,-1
5,0,fake_manhattan5,0.497,-1
5,1,fake_manhattan5,0.503,-1
5,2,fake_manhattan5,0.489,-1
5,3,fake_manhattan5,0.509,-1
5,4,fake_manhattan5,0.501,-1
5,5,fake_manhattan5,0.507,-1
5,6,fake_manhattan5,0.499,-1
5,7,fake_manhattan5,0.49,-1
5,8,fake_manhattan5,0.514,-1
5,0,fake_manhattan6,0.979,-1
5,1,fake_manhattan6,0.972,-1
5,2,fake_manhattan6,0.971,-1
5,3,fake_manhattan6,0.975,-1
5,4,fake_manhattan6,0.979,-1
5,5,fake_manhattan6,0.976,-1
5,6,fake_manhattan6,0.019,-1
5,7,fake_manhattan6,0.026,-1
5,8,fake_manhattan6,0.976,-1
5,0,fake_washington0,0.974,-1
5,1,fake_washington0,0.972,-1
5,2,fake_washington0,0.967,-1
5,3,fake_washington0,0.969,-1
5,4,fake_washington0,0.963,-1
5,5,fake_washington0,0.969,-1
5,6,fake_washington0,0.032,-1
5,7,fake_washington0,0.032,-1
5,8,fake_washington0,0.967,-1
5,0,fake_washington1,0.972,-1
5,1,fake_washington1,0.976,-1
5,2,fake_washington1,0.973,-1
5,3,fake_washington1,0.976,-1
5,4,fake_washington1,0.973,-1
5,5,fake_washington1,0.978,-1
5,6,fake_washington1,0.027,-1
5,7,fake_washington1,0.03,-1
5,8,fake_washington1,0.973,-1
5,0,fake_washington2,0.972,-1
5,1,fake_washington2,0.968,-1
5,2,fake_washington2,0.969,-1
5,3,fake_washington2,0.968,-1
5,4,fake_washington2,0.97,-1
5,5,fake_washington2,0.972,-1
5,6,fake_washington2,0.027,-1
5,7,fake_washington2,0.028,-1
5,8,fake_washington2,0.969,-1
5,0,fake_washington3,0.921,-1
5,1,fake_washington3,0.883,-1
5,2,fake_washington3,0.91,-1
5,3,fake_washington3,0.894,-1
5,4,fake_washington3,0.918,-1
5,5,fake_washington3,0.911,-1
5,6,fake_washington3,0.082,-1
5,7,fake_washington3,0.104,-1
5,8,fake_washington3,0.909,-1
5,0,fake_washington4,0.499,-1
5,1,fake_washington4,0.481,-1
5,2,fake_washington4,0.487,-1
5,3,fake_washington4,0.485,-1
5,4,fake_washington4,0.48,-1
5,5,fake_washington4,0.479,-1
5,6,fake_washington4,0.503,-1
5,7,fake_washington4,0.51,-1
5,8,fake_washington4,0.485,-1
5,0,fake_washington5,0.698,-1
5,1,fake_washington5,0.731,-1
5,2,fake_washington5,0.731,-1
5,3,fake_washington5,0.721,-1
5,4,fake_washington5,0.692,-1
5,5,fake_washington5,0.705,-1
5,6,fake_washington5,0.302,-1
5,7,fake_washington5,0.273,-1
5,8,fake_washington5,0.719,-1
5,0,fake_washington6,0.982,-1
5,1,fake_washington6,0.982,-1
5,2,fake_washington6,0.979,-1
5,3,fake_washington6,0.979,-1
5,4,fake_washington6,0.982,-1
5,5,fake_washington6,0.978,-1
5,6,fake_washington6,0.018,-1
5,7,fake_washington6,0.02,-1
5,8,fake_washington6,0.98,-1
6,0,fake_athens0,0.987,-1
6,1,fake_athens0,0.987,-1
6,2,fake_athens0,0.973,-1
6,3,fake_athens0,0.965,-1
6,4,fake_athens0,0.976,-1
6,5,fake_athens0,0.021,-1
6,6,fake_athens0,0.012,-1
6,7,fake_athens0,0.011,-1
6,0,fake_athens1,0.974,-1
6,1,fake_athens1,0.972,-1
6,2,fake_athens1,0.955,-1
6,3,fake_athens1,0.925,-1
6,4,fake_athens1,0.96,-1
6,5,fake_athens1,0.034,-1
6,6,fake_athens1,0.027,-1
6,7,fake_athens1,0.025,-1
6,0,fake_athens2,0.965,-1
6,1,fake_athens2,0.969,-1
6,2,fake_athens2,0.961,-1
6,3,fake_athens2,0.936,-1
6,4,fake_athens2,0.963,-1
6,5,fake_athens2,0.036,-1
6,6,fake_athens2,0.024,-1
6,7,fake_athens2,0.025,-1
6,0,fake_belem0,0.976,-1
6,1,fake_belem0,0.971,-1
6,2,fake_belem0,0.972,-1
6,3,fake_belem0,0.899,-1
6,4,fake_belem0,0.971,-1
6,5,fake_belem0,0.029,-1
6,6,fake_belem0,0.029,-1
6,7,fake_belem0,0.024,-1
6,0,fake_belem1,0.984,-1
6,1,fake_belem1,0.978,-1
6,2,fake_belem1,0.971,-1
6,3,fake_belem1,0.908,-1
6,4,fake_belem1,0.971,-1
6,5,fake_belem1,0.034,-1
6,6,fake_belem1,0.018,-1
6,7,fake_belem1,0.021,-1
6,0,fake_belem2,0.978,-1
6,1,fake_belem2,0.976,-1
6,2,fake_belem2,0.968,-1
6,3,fake_belem2,0.906,-1
6,4,fake_belem2,0.965,-1
6,5,fake_belem2,0.03,-1
6,6,fake_belem2,0.024,-1
6,7,fake_belem2,0.023,-1
6,0,fake_tenerife0,0.948,-1
6,1,fake_tenerife0,0.95,-1
6,2,fake_tenerife0,0.865,-1
6,3,fake_tenerife0,0.863,-1
6,4,fake_tenerife0,0.859,-1
6,5,fake_tenerife0,0.136,-1
6,6,fake_tenerife0,0.053,-1
6,7,fake_tenerife0,0.046,-1
6,0,fake_tenerife1,0.828,-1
6,1,fake_tenerife1,0.831,-1
6,2,fake_tenerife1,0.712,-1
6,3,fake_tenerife1,0.72,-1
6,4,fake_tenerife1,0.714,-1
6,5,fake_tenerife1,0.293,-1
6,6,fake_tenerife1,0.175,-1
6,7,fake_tenerife1,0.168,-1
6,0,fake_lima0,0.99,-1
6,1,fake_lima0,0.987,-1
6,2,fake_lima0,0.972,-1
6,3,fake_lima0,0.945,-1
6,4,fake_lima0,0.969,-1
6,5,fake_lima0,0.026,-1
6,6,fake_lima0,0.009,-1
6,7,fake_lima0,0.015,-1
6,0,fake_lima1,0.991,-1
6,1,fake_lima1,0.989,-1
6,2,fake_lima1,0.976,-1
6,3,fake_lima1,0.948,-1
6,4,fake_lima1,0.977,-1
6,5,fake_lima1,0.025,-1
6,6,fake_lima1,0.011,-1
6,7,fake_lima1,0.012,-1
6,0,fake_lima2,0.972,-1
6,1,fake_lima2,0.97,-1
