horizon,diff_index,real_hardware,acc,ins
6,4,fake_montreal1,0.984,-1
6,5,fake_montreal1,0.018,-1
6,6,fake_montreal1,0.009,-1
6,7,fake_montreal1,0.01,-1
6,0,fake_montreal2,0.982,-1
6,1,fake_montreal2,0.98,-1
6,2,fake_montreal2,0.94,-1
6,3,fake_montreal2,0.887,-1
6,4,fake_montreal2,0.948,-1
6,5,fake_montreal2,0.058,-1
6,6,fake_montreal2,0.018,-1
6,7,fake_montreal2,0.018,-1
6,0,fake_montreal3,0.969,-1
6,1,fake_montreal3,0.963,-1
6,2,fake_montreal3,0.853,-1
6,3,fake_montreal3,0.863,-1
6,4,fake_montreal3,0.861,-1
6,5,fake_montreal3,0.141,-1
6,6,fake_montreal3,0.038,-1
6,7,fake_montreal3,0.039,-1
6,0,fake_sydney0,0.964,-1
6,1,fake_sydney0,0.96,-1
6,2,fake_sydney0,0.952,-1
6,3,fake_sydney0,0.868,-1
6,4,fake_sydney0,0.96,-1
6,5,fake_sydney0,0.047,-1
6,6,fake_sydney0,0.035,-1
6,7,fake_sydney0,0.04,-1
6,0,fake_sydney1,0.968,-1
6,1,fake_sydney1,0.967,-1
6,2,fake_sydney1,0.964,-1
6,3,fake_sydney1,0.882,-1
6,4,fake_sydney1,0.968,-1
6,5,fake_sydney1,0.038,-1
6,6,fake_sydney1,0.031,-1
6,7,fake_sydney1,0.029,-1
6,0,fake_sydney2,0.944,-1
6,1,fake_sydney2,0.941,-1
6,2,fake_sydney2,0.847,-1
6,3,fake_sydney2,0.807,-1
6,4,fake_sydney2,0.85,-1
6,5,fake_sydney2,0.155,-1
6,6,fake_sydney2,0.056,-1
6,7,fake_sydney2,0.06,-1
6,0,fake_sydney3,0.947,-1
6,1,fake_sydney3,0.946,-1
6,2,fake_sydney3,0.848,-1
6,3,fake_sydney3,0.815,-1
6,4,fake_sydney3,0.852,-1
6,5,fake_sydney3,0.143,-1
6,6,fake_sydney3,0.052,-1
6,7,fake_sydney3,0.044,-1
6,0,fake_sydney4,0.978,-1
6,1,fake_sydney4,0.978,-1
6,2,fake_sydney4,0.973,-1
6,3,fake_sydney4,0.965,-1
6,4,fake_sydney4,0.969,-1
6,5,fake_sydney4,0.035,-1
6,6,fake_sydney4,0.023,-1
6,7,fake_sydney4,0.021,-1
6,0,fake_sydney5,0.988,-1
6,1,fake_sydney5,0.987,-1
6,2,fake_sydney5,0.981,-1
6,3,fake_sydney5,0.949,-1
6,4,fake_sydney5,0.984,-1
6,5,fake_sydney5,0.017,-1
6,6,fake_sydney5,0.011,-1
6,7,fake_sydney5,0.012,-1
6,0,fake_cairo0,0.991,-1
6,1,fake_cairo0,0.992,-1
6,2,fake_cairo0,0.979,-1
6,3,fake_cairo0,0.978,-1
6,4,fake_cairo0,0.979,-1
6,5,fake_cairo0,0.022,-1
6,6,fake_cairo0,0.008,-1
6,7,fake_cairo0,0.005,-1
6,0,fake_cairo1,0.98,-1
6,1,fake_cairo1,0.978,-1
6,2,fake_cairo1,0.97,-1
6,3,fake_cairo1,0.956,-1
6,4,fake_cairo1,0.969,-1
6,5,fake_cairo1,0.026,-1
6,6,fake_cairo1,0.027,-1
6,7,fake_cairo1,0.021,-1
6,0,fake_cairo2,0.98,-1
6,1,fake_cairo2,0.977,-1
6,2,fake_cairo2,0.97,-1
6,3,fake_cairo2,0.961,-1
6,4,fake_cairo2,0.971,-1
6,5,fake_cairo2,0.024,-1
6,6,fake_cairo2,0.025,-1
6,7,fake_cairo2,0.024,-1
6,0,fake_cairo3,0.985,-1
6,1,fake_cairo3,0.99,-1
6,2,fake_cairo3,0.978,-1
6,3,fake_cairo3,0.977,-1
6,4,fake_cairo3,0.981,-1
6,5,fake_cairo3,0.025,-1
6,6,fake_cairo3,0.016,-1
6,7,fake_cairo3,0.015,-1
6,0,fake_cairo4,0.992,-1
6,1,fake_cairo4,0.988,-1
6,2,fake_cairo4,0.988,-1
6,3,fake_cairo4,0.98,-1
6,4,fake_cairo4,0.983,-1
6,5,fake_cairo4,0.019,-1
6,6,fake_cairo4,0.012,-1
6,7,fake_cairo4,0.01,-1
6,0,fake_cairo5,0.953,-1
6,1,fake_cairo5,0.959,-1
6,2,fake_cairo5,0.858,-1
6,3,fake_cairo5,0.84,-1
6,4,fake_cairo5,0.856,-1
6,5,fake_cairo5,0.143,-1
6,6,fake_cairo5,0.036,-1
6,7,fake_cairo5,0.041,-1
6,0,fake_cairo6,0.961,-1
6,1,fake_cairo6,0.956,-1
6,2,fake_cairo6,0.862,-1
6,3,fake_cairo6,0.845,-1
6,4,fake_cairo6,0.857,-1
6,5,fake_cairo6,0.131,-1
6,6,fake_cairo6,0.04,-1
6,7,fake_cairo6,0.039,-1
6,0,fake_cairo7,0.99,-1
6,1,fake_cairo7,0.988,-1
6,2,fake_cairo7,0.959,-1
6,3,fake_cairo7,0.977,-1
6,4,fake_cairo7,0.958,-1
6,5,fake_cairo7,0.045,-1
6,6,fake_cairo7,0.011,-1
6,7,fake_cairo7,0.013,-1
6,0,fake_cairo8,0.958,-1
6,1,fake_cairo8,0.969,-1
6,2,fake_cairo8,0.957,-1
6,3,fake_cairo8,0.94,-1
6,4,fake_cairo8,0.957,-1
6,5,fake_cairo8,0.04,-1
6,6,fake_cairo8,0.037,-1
6,7,fake_cairo8,0.042,-1
6,0,fake_cairo9,0.97,-1
6,1,fake_cairo9,0.969,-1
6,2,fake_cairo9,0.966,-1
6,3,fake_cairo9,0.949,-1
6,4,fake_cairo9,0.958,-1
6,5,fake_cairo9,0.033,-1
6,6,fake_cairo9,0.032,-1
6,7,fake_cairo9,0.031,-1
6,0,fake_hanoi0,0.976,-1
6,1,fake_hanoi0,0.974,-1
6,2,fake_hanoi0,0.917,-1
6,3,fake_hanoi0,0.95,-1
6,4,fake_hanoi0,0.923,-1
6,5,fake_hanoi0,0.076,-1
6,6,fake_hanoi0,0.025,-1
6,7,fake_hanoi0,0.026,-1
6,0,fake_hanoi1,0.987,-1
6,1,fake_hanoi1,0.989,-1
6,2,fake_hanoi1,0.927,-1
6,3,fake_hanoi1,0.957,-1
6,4,fake_hanoi1,0.925,-1
6,5,fake_hanoi1,0.069,-1
6,6,fake_hanoi1,0.013,-1
6,7,fake_hanoi1,0.012,-1
6,0,fake_hanoi2,0.992,-1
6,1,fake_hanoi2,0.992,-1
6,2,fake_hanoi2,0.983,-1
6,3,fake_hanoi2,0.977,-1
6,4,fake_hanoi2,0.98,-1
6,5,fake_hanoi2,0.013,-1
6,6,fake_hanoi2,0.01,-1
6,7,fake_hanoi2,0.012,-1
6,0,fake_hanoi3,0.993,-1
6,1,fake_hanoi3,0.991,-1
6,2,fake_hanoi3,0.983,-1
6,3,fake_hanoi3,0.98,-1
6,4,fake_hanoi3,0.988,-1
6,5,fake_hanoi3,0.013,-1
6,6,fake_hanoi3,0.011,-1
6,7,fake_hanoi3,0.009,-1
6,0,fake_hanoi4,0.969,-1
6,1,fake_hanoi4,0.961,-1
6,2,fake_hanoi4,0.896,-1
6,3,fake_hanoi4,0.867,-1
6,4,fake_hanoi4,0.888,-1
6,5,fake_hanoi4,0.117,-1
6,6,fake_hanoi4,0.034,-1
6,7,fake_hanoi4,0.029,-1
6,0,fake_hanoi5,0.968,-1
6,1,fake_hanoi5,0.97,-1
6,2,fake_hanoi5,0.883,-1
6,3,fake_hanoi5,0.873,-1
6,4,fake_hanoi5,0.902,-1
6,5,fake_hanoi5,0.109,-1
6,6,fake_hanoi5,0.027,-1
6,7,fake_hanoi5,0.028,-1
6,0,fake_hanoi6,0.968,-1
6,1,fake_hanoi6,0.967,-1
6,2,fake_hanoi6,0.897,-1
6,3,fake_hanoi6,0.891,-1
6,4,fake_hanoi6,0.886,-1
6,5,fake_hanoi6,0.116,-1
6,6,fake_hanoi6,0.03,-1
6,7,fake_hanoi6,0.031,-1
6,0,fake_geneva0,0.928,-1
6,1,fake_geneva0,0.921,-1
6,2,fake_geneva0,0.81,-1
6,3,fake_geneva0,0.797,-1
6,4,fake_geneva0,0.803,-1
6,5,fake_geneva0,0.196,-1
6,6,fake_geneva0,0.076,-1
6,7,fake_geneva0,0.074,-1
6,0,fake_geneva1,0.972,-1
6,1,fake_geneva1,0.973,-1
6,2,fake_geneva1,0.958,-1
6,3,fake_geneva1,0.955,-1
6,4,fake_geneva1,0.957,-1
6,5,fake_geneva1,0.044,-1
6,6,fake_geneva1,0.026,-1
6,7,fake_geneva1,0.027,-1
6,0,fake_geneva2,0.978,-1
6,1,fake_geneva2,0.981,-1
6,2,fake_geneva2,0.968,-1
6,3,fake_geneva2,0.965,-1
6,4,fake_geneva2,0.968,-1
6,5,fake_geneva2,0.036,-1
6,6,fake_geneva2,0.02,-1
6,7,fake_geneva2,0.017,-1
6,0,fake_cambridge0,0.491,-1
6,1,fake_cambridge0,0.496,-1
6,2,fake_cambridge0,0.488,-1
6,3,fake_cambridge0,0.495,-1
6,4,fake_cambridge0,0.492,-1
6,5,fake_cambridge0,0.508,-1
6,6,fake_cambridge0,0.505,-1
6,7,fake_cambridge0,0.502,-1
6,0,fake_cambridge1,0.903,-1
6,1,fake_cambridge1,0.91,-1
6,2,fake_cambridge1,0.83,-1
6,3,fake_cambridge1,0.821,-1
6,4,fake_cambridge1,0.835,-1
6,5,fake_cambridge1,0.167,-1
6,6,fake_cambridge1,0.099,-1
6,7,fake_cambridge1,0.097,-1
6,0,fake_cambridge2,0.611,-1
6,1,fake_cambridge2,0.61,-1
6,2,fake_cambridge2,0.516,-1
6,3,fake_cambridge2,0.678,-1
6,4,fake_cambridge2,0.519,-1
6,5,fake_cambridge2,0.479,-1
6,6,fake_cambridge2,0.399,-1
6,7,fake_cambridge2,0.387,-1
6,0,fake_cambridge3,0.926,-1
6,1,fake_cambridge3,0.932,-1
6,2,fake_cambridge3,0.929,-1
6,3,fake_cambridge3,0.901,-1
6,4,fake_cambridge3,0.932,-1
6,5,fake_cambridge3,0.077,-1
6,6,fake_cambridge3,0.07,-1
6,7,fake_cambridge3,0.066,-1
6,0,fake_cambridge4,0.962,-1
6,1,fake_cambridge4,0.967,-1
6,2,fake_cambridge4,0.955,-1
6,3,fake_cambridge4,0.926,-1
6,4,fake_cambridge4,0.951,-1
6,5,fake_cambridge4,0.054,-1
6,6,fake_cambridge4,0.039,-1
6,7,fake_cambridge4,0.044,-1
6,0,fake_rochester0,0.821,-1
6,1,fake_rochester0,0.818,-1
6,2,fake_rochester0,0.652,-1
6,3,fake_rochester0,0.754,-1
6,4,fake_rochester0,0.666,-1
6,5,fake_rochester0,0.336,-1
6,6,fake_rochester0,0.177,-1
6,7,fake_rochester0,0.191,-1
6,0,fake_rochester1,0.859,-1
6,1,fake_rochester1,0.853,-1
6,2,fake_rochester1,0.717,-1
6,3,fake_rochester1,0.723,-1
6,4,fake_rochester1,0.71,-1
6,5,fake_rochester1,0.28,-1
6,6,fake_rochester1,0.137,-1
6,7,fake_rochester1,0.144,-1
6,0,fake_rochester2,0.66,-1
6,1,fake_rochester2,0.667,-1
6,2,fake_rochester2,0.577,-1
6,3,fake_rochester2,0.573,-1
6,4,fake_rochester2,0.576,-1
6,5,fake_rochester2,0.416,-1
6,6,fake_rochester2,0.361,-1
6,7,fake_rochester2,0.343,-1
6,0,fake_rochester3,0.958,-1
6,1,fake_rochester3,0.953,-1
6,2,fake_rochester3,0.948,-1
6,3,fake_rochester3,0.928,-1
6,4,fake_rochester3,0.951,-1
6,5,fake_rochester3,0.045,-1
6,6,fake_rochester3,0.045,-1
6,7,fake_rochester3,0.045,-1
6,0,fake_rochester4,0.601,-1
6,1,fake_rochester4,0.587,-1
6,2,fake_rochester4,0.643,-1
6,3,fake_rochester4,0.516,-1
6,4,fake_rochester4,0.65,-1
6,5,fake_rochester4,0.356,-1
6,6,fake_rochester4,0.411,-1
6,7,fake_rochester4,0.404,-1
6,0,fake_brooklyn0,0.914,-1
6,1,fake_brooklyn0,0.907,-1
6,2,fake_brooklyn0,0.907,-1
6,3,fake_brooklyn0,0.777,-1
6,4,fake_brooklyn0,0.904,-1
6,5,fake_brooklyn0,0.1,-1
6,6,fake_brooklyn0,0.088,-1
6,7,fake_brooklyn0,0.093,-1
6,0,fake_brooklyn1,0.988,-1
6,1,fake_brooklyn1,0.984,-1
6,2,fake_brooklyn1,0.97,-1
6,3,fake_brooklyn1,0.967,-1
6,4,fake_brooklyn1,0.973,-1
6,5,fake_brooklyn1,0.03,-1
6,6,fake_brooklyn1,0.013,-1
6,7,fake_brooklyn1,0.013,-1
6,0,fake_brooklyn2,0.985,-1
6,1,fake_brooklyn2,0.984,-1
6,2,fake_brooklyn2,0.98,-1
6,3,fake_brooklyn2,0.947,-1
6,4,fake_brooklyn2,0.976,-1
6,5,fake_brooklyn2,0.017,-1
6,6,fake_brooklyn2,0.011,-1
6,7,fake_brooklyn2,0.014,-1
6,0,fake_brooklyn3,0.988,-1
6,1,fake_brooklyn3,0.989,-1
6,2,fake_brooklyn3,0.98,-1
6,3,fake_brooklyn3,0.962,-1
6,4,fake_brooklyn3,0.978,-1
6,5,fake_brooklyn3,0.027,-1
6,6,fake_brooklyn3,0.011,-1
6,7,fake_brooklyn3,0.012,-1
6,0,fake_brooklyn4,0.99,-1
6,1,fake_brooklyn4,0.989,-1
6,2,fake_brooklyn4,0.982,-1
6,3,fake_brooklyn4,0.966,-1
6,4,fake_brooklyn4,0.984,-1
6,5,fake_brooklyn4,0.025,-1
6,6,fake_brooklyn4,0.01,-1
6,7,fake_brooklyn4,0.013,-1
6,0,fake_brooklyn5,0.965,-1
6,1,fake_brooklyn5,0.96,-1
6,2,fake_brooklyn5,0.89,-1
6,3,fake_brooklyn5,0.869,-1
6,4,fake_brooklyn5,0.883,-1
6,5,fake_brooklyn5,0.12,-1
6,6,fake_brooklyn5,0.034,-1
6,7,fake_brooklyn5,0.049,-1
6,0,fake_manhattan0,0.486,-1
6,1,fake_manhattan0,0.463,-1
6,2,fake_manhattan0,0.466,-1
6,3,fake_manhattan0,0.48,-1
6,4,fake_manhattan0,0.476,-1
6,5,fake_manhattan0,0.534,-1
6,6,fake_manhattan0,0.541,-1
6,7,fake_manhattan0,0.525,-1
6,0,fake_manhattan1,0.468,-1
6,1,fake_manhattan1,0.474,-1
6,2,fake_manhattan1,0.464,-1
6,3,fake_manhattan1,0.478,-1
6,4,fake_manhattan1,0.487,-1
6,5,fake_manhattan1,0.509,-1
6,6,fake_manhattan1,0.543,-1
6,7,fake_manhattan1,0.548,-1
6,0,fake_manhattan2,0.975,-1
6,1,fake_manhattan2,0.977,-1
6,2,fake_manhattan2,0.886,-1
6,3,fake_manhattan2,0.961,-1
6,4,fake_manhattan2,0.895,-1
6,5,fake_manhattan2,0.108,-1
6,6,fake_manhattan2,0.03,-1
6,7,fake_manhattan2,0.026,-1
6,0,fake_manhattan3,0.887,-1
6,1,fake_manhattan3,0.88,-1
6,2,fake_manhattan3,0.768,-1
6,3,fake_manhattan3,0.758,-1
6,4,fake_manhattan3,0.782,-1
6,5,fake_manhattan3,0.236,-1
6,6,fake_manhattan3,0.111,-1
6,7,fake_manhattan3,0.123,-1
6,0,fake_manhattan4,0.5,-1
6,1,fake_manhattan4,0.497,-1
6,2,fake_manhattan4,0.499,-1
6,3,fake_manhattan4,0.501,-1
6,4,fake_manhattan4,0.499,-1
6,5,fake_manhattan4,0.485,-1
6,6,fake_manhattan4,0.506,-1
6,7,fake_manhattan4,0.498,-1
6,0,fake_manhattan5,0.495,-1
6,1,fake_manhattan5,0.511,-1
6,2,fake_manhattan5,0.512,-1
6,3,fake_manhattan5,0.506,-1
6,4,fake_manhattan5,0.49,-1
6,5,fake_manhattan5,0.497,-1
6,6,fake_manhattan5,0.506,-1
6,7,fake_manhattan5,0.493,-1
6,0,fake_manhattan6,0.98,-1
6,1,fake_manhattan6,0.981,-1
6,2,fake_manhattan6,0.976,-1
6,3,fake_manhattan6,0.969,-1
6,4,fake_manhattan6,0.977,-1
6,5,fake_manhattan6,0.022,-1
6,6,fake_manhattan6,0.017,-1
6,7,fake_manhattan6,0.019,-1
6,0,fake_washington0,0.979,-1
6,1,fake_washington0,0.979,-1
6,2,fake_washington0,0.96,-1
6,3,fake_washington0,0.966,-1
6,4,fake_washington0,0.972,-1
6,5,fake_washington0,0.04,-1
6,6,fake_washington0,0.015,-1
6,7,fake_washington0,0.022,-1
6,0,fake_washington1,0.988,-1
6,1,fake_washington1,0.986,-1
6,2,fake_washington1,0.966,-1
6,3,fake_washington1,0.964,-1
6,4,fake_washington1,0.967,-1
6,5,fake_washington1,0.034,-1
6,6,fake_washington1,0.012,-1
6,7,fake_washington1,0.014,-1
6,0,fake_washington2,0.975,-1
6,1,fake_washington2,0.969,-1
6,2,fake_washington2,0.969,-1
6,3,fake_washington2,0.969,-1
6,4,fake_washington2,0.969,-1
6,5,fake_washington2,0.029,-1
6,6,fake_washington2,0.023,-1
6,7,fake_washington2,0.025,-1
6,0,fake_washington3,0.939,-1
6,1,fake_washington3,0.942,-1
6,2,fake_washington3,0.914,-1
6,3,fake_washington3,0.864,-1
6,4,fake_washington3,0.907,-1
6,5,fake_washington3,0.086,-1
6,6,fake_washington3,0.06,-1
6,7,fake_washington3,0.058,-1
6,0,fake_washington4,0.479,-1
6,1,fake_washington4,0.478,-1
6,2,fake_washington4,0.485,-1
6,3,fake_washington4,0.481,-1
6,4,fake_washington4,0.488,-1
6,5,fake_washington4,0.503,-1
6,6,fake_washington4,0.514,-1
6,7,fake_washington4,0.52,-1
6,0,fake_washington5,0.786,-1
6,1,fake_washington5,0.79,-1
6,2,fake_washington5,0.656,-1
6,3,fake_washington5,0.688,-1
6,4,fake_washington5,0.649,-1
6,5,fake_washington5,0.354,-1
6,6,fake_washington5,0.22,-1
6,7,fake_washington5,0.209,-1
6,0,fake_washington6,0.982,-1
6,1,fake_washington6,0.982,-1
6,2,fake_washington6,0.981,-1
6,3,fake_washington6,0.977,-1
6,4,fake_washington6,0.984,-1
6,5,fake_washington6,0.018,-1
6,6,fake_washington6,0.014,-1
6,7,fake_washington6,0.017,-1
7,0,fake_athens0,0.986,-1
7,1,fake_athens0,0.984,-1
7,2,fake_athens0,0.985,-1
7,3,fake_athens0,0.984,-1
7,4,fake_athens0,0.988,-1
7,5,fake_athens0,0.991,-1
7,6,fake_athens0,0.986,-1
7,7,fake_athens0,0.986,-1
7,8,fake_athens0,0.986,-1
7,9,fake_athens0,0.012,-1
7,10,fake_athens0,0.957,-1
7,11,fake_athens0,0.978,-1
7,12,fake_athens0,0.013,-1
7,13,fake_athens0,0.985,-1
7,0,fake_athens1,0.978,-1
7,1,fake_athens1,0.98,-1
7,2,fake_athens1,0.973,-1
7,3,fake_athens1,0.974,-1
7,4,fake_athens1,0.978,-1
7,5,fake_athens1,0.974,-1
7,6,fake_athens1,0.978,-1
7,7,fake_athens1,0.977,-1
7,8,fake_athens1,0.979,-1
7,9,fake_athens1,0.021,-1
7,10,fake_athens1,0.912,-1
7,11,fake_athens1,0.951,-1
7,12,fake_athens1,0.029,-1
7,13,fake_athens1,0.975,-1
7,0,fake_athens2,0.968,-1
7,1,fake_athens2,0.969,-1
7,2,fake_athens2,0.969,-1
7,3,fake_athens2,0.969,-1
7,4,fake_athens2,0.969,-1
7,5,fake_athens2,0.971,-1
7,6,fake_athens2,0.975,-1
7,7,fake_athens2,0.966,-1
7,8,fake_athens2,0.967,-1
7,9,fake_athens2,0.026,-1
7,10,fake_athens2,0.93,-1
7,11,fake_athens2,0.959,-1
7,12,fake_athens2,0.03,-1
7,13,fake_athens2,0.968,-1
7,0,fake_belem0,0.978,-1
7,1,fake_belem0,0.972,-1
7,2,fake_belem0,0.973,-1
7,3,fake_belem0,0.976,-1
7,4,fake_belem0,0.974,-1
7,5,fake_belem0,0.97,-1
7,6,fake_belem0,0.977,-1
7,7,fake_belem0,0.973,-1
7,8,fake_belem0,0.977,-1
7,9,fake_belem0,0.022,-1
7,10,fake_belem0,0.886,-1
7,11,fake_belem0,0.966,-1
7,12,fake_belem0,0.029,-1
7,13,fake_belem0,0.975,-1
7,0,fake_belem1,0.984,-1
7,1,fake_belem1,0.974,-1
7,2,fake_belem1,0.979,-1
7,3,fake_belem1,0.98,-1
7,4,fake_belem1,0.978,-1
7,5,fake_belem1,0.977,-1
7,6,fake_belem1,0.983,-1
7,7,fake_belem1,0.974,-1
7,8,fake_belem1,0.979,-1
7,9,fake_belem1,0.015,-1
7,10,fake_belem1,0.88,-1
7,11,fake_belem1,0.968,-1
7,12,fake_belem1,0.025,-1
7,13,fake_belem1,0.977,-1
7,0,fake_belem2,0.984,-1
7,1,fake_belem2,0.973,-1
7,2,fake_belem2,0.979,-1
7,3,fake_belem2,0.978,-1
7,4,fake_belem2,0.97,-1
7,5,fake_belem2,0.971,-1
7,6,fake_belem2,0.983,-1
7,7,fake_belem2,0.973,-1
7,8,fake_belem2,0.976,-1
7,9,fake_belem2,0.02,-1
7,10,fake_belem2,0.87,-1
7,11,fake_belem2,0.963,-1
7,12,fake_belem2,0.027,-1
7,13,fake_belem2,0.974,-1
7,0,fake_tenerife0,0.949,-1
7,1,fake_tenerife0,0.952,-1
7,2,fake_tenerife0,0.944,-1
7,3,fake_tenerife0,0.949,-1
7,4,fake_tenerife0,0.944,-1
7,5,fake_tenerife0,0.952,-1
7,6,fake_tenerife0,0.946,-1
7,7,fake_tenerife0,0.947,-1
7,8,fake_tenerife0,0.953,-1
7,9,fake_tenerife0,0.046,-1
7,10,fake_tenerife0,0.826,-1
7,11,fake_tenerife0,0.832,-1
7,12,fake_tenerife0,0.054,-1
7,13,fake_tenerife0,0.954,-1
7,0,fake_tenerife1,0.842,-1
7,1,fake_tenerife1,0.835,-1
7,2,fake_tenerife1,0.838,-1
7,3,fake_tenerife1,0.845,-1
7,4,fake_tenerife1,0.837,-1
7,5,fake_tenerife1,0.836,-1
7,6,fake_tenerife1,0.842,-1
7,7,fake_tenerife1,0.84,-1
7,8,fake_tenerife1,0.83,-1
7,9,fake_tenerife1,0.157,-1
7,10,fake_tenerife1,0.673,-1
7,11,fake_tenerife1,0.669,-1
7,12,fake_tenerife1,0.16,-1
7,13,fake_tenerife1,0.83,-1
7,0,fake_lima0,0.988,-1
7,1,fake_lima0,0.985,-1
7,2,fake_lima0,0.986,-1
7,3,fake_lima0,0.988,-1
7,4,fake_lima0,0.983,-1
7,5,fake_lima0,0.984,-1
7,6,fake_lima0,0.986,-1
7,7,fake_lima0,0.985,-1
7,8,fake_lima0,0.987,-1
7,9,fake_lima0,0.013,-1
7,10,fake_lima0,0.946,-1
7,11,fake_lima0,0.967,-1
7,12,fake_lima0,0.015,-1
7,13,fake_lima0,0.983,-1
7,0,fake_lima1,0.987,-1
7,1,fake_lima1,0.99,-1
7,2,fake_lima1,0.99,-1
7,3,fake_lima1,0.988,-1
7,4,fake_lima1,0.988,-1
7,5,fake_lima1,0.984,-1
7,6,fake_lima1,0.987,-1
7,7,fake_lima1,0.989,-1
7,8,fake_lima1,0.989,-1
7,9,fake_lima1,0.009,-1
7,10,fake_lima1,0.936,-1
7,11,fake_lima1,0.968,-1
7,12,fake_lima1,0.01,-1
7,13,fake_lima1,0.989,-1
7,0,fake_lima2,0.975,-1
7,1,fake_lima2,0.966,-1
7,2,fake_lima2,0.97,-1
7,3,fake_lima2,0.97,-1
7,4,fake_lima2,0.962,-1
7,5,fake_lima2,0.961,-1
7,6,fake_lima2,0.976,-1
7,7,fake_lima2,0.973,-1
7,8,fake_lima2,0.975,-1
7,9,fake_lima2,0.024,-1
7,10,fake_lima2,0.848,-1
7,11,fake_lima2,0.935,-1
7,12,fake_lima2,0.037,-1
7,13,fake_lima2,0.969,-1
7,0,fake_rome0,0.984,-1
7,1,fake_rome0,0.981,-1
7,2,fake_rome0,0.986,-1
7,3,fake_rome0,0.983,-1
7,4,fake_rome0,0.974,-1
7,5,fake_rome0,0.977,-1
7,6,fake_rome0,0.982,-1
7,7,fake_rome0,0.979,-1
7,8,fake_rome0,0.985,-1
7,9,fake_rome0,0.022,-1
7,10,fake_rome0,0.916,-1
7,11,fake_rome0,0.937,-1
7,12,fake_rome0,0.019,-1
7,13,fake_rome0,0.983,-1
7,0,fake_rome1,0.986,-1
7,1,fake_rome1,0.982,-1
7,2,fake_rome1,0.973,-1
7,3,fake_rome1,0.981,-1
7,4,fake_rome1,0.982,-1
7,5,fake_rome1,0.979,-1
7,6,fake_rome1,0.981,-1
7,7,fake_rome1,0.98,-1
7,8,fake_rome1,0.982,-1
7,9,fake_rome1,0.014,-1
7,10,fake_rome1,0.931,-1
7,11,fake_rome1,0.948,-1
7,12,fake_rome1,0.019,-1
7,13,fake_rome1,0.981,-1
7,0,fake_rome2,0.99,-1
7,1,fake_rome2,0.986,-1
7,2,fake_rome2,0.988,-1
7,3,fake_rome2,0.987,-1
7,4,fake_rome2,0.984,-1
7,5,fake_rome2,0.986,-1
7,6,fake_rome2,0.986,-1
7,7,fake_rome2,0.988,-1
7,8,fake_rome2,0.987,-1
7,9,fake_rome2,0.012,-1
7,10,fake_rome2,0.934,-1
7,11,fake_rome2,0.957,-1
7,12,fake_rome2,0.016,-1
7,13,fake_rome2,0.987,-1
7,0,fake_manila0,0.979,-1
7,1,fake_manila0,0.977,-1
7,2,fake_manila0,0.98,-1
7,3,fake_manila0,0.982,-1
7,4,fake_manila0,0.976,-1
7,5,fake_manila0,0.973,-1
7,6,fake_manila0,0.973,-1
7,7,fake_manila0,0.98,-1
7,8,fake_manila0,0.982,-1
7,9,fake_manila0,0.021,-1
7,10,fake_manila0,0.931,-1
7,11,fake_manila0,0.952,-1
7,12,fake_manila0,0.024,-1
7,13,fake_manila0,0.98,-1
7,0,fake_manila1,0.986,-1
7,1,fake_manila1,0.982,-1
7,2,fake_manila1,0.983,-1
7,3,fake_manila1,0.981,-1
7,4,fake_manila1,0.981,-1
7,5,fake_manila1,0.98,-1
7,6,fake_manila1,0.985,-1
7,7,fake_manila1,0.979,-1
7,8,fake_manila1,0.985,-1
7,9,fake_manila1,0.014,-1
7,10,fake_manila1,0.89,-1
7,11,fake_manila1,0.949,-1
7,12,fake_manila1,0.018,-1
7,13,fake_manila1,0.984,-1
7,0,fake_manila2,0.989,-1
7,1,fake_manila2,0.988,-1
7,2,fake_manila2,0.987,-1
7,3,fake_manila2,0.985,-1
7,4,fake_manila2,0.985,-1
7,5,fake_manila2,0.988,-1
7,6,fake_manila2,0.988,-1
7,7,fake_manila2,0.987,-1
7,8,fake_manila2,0.987,-1
7,9,fake_manila2,0.011,-1
7,10,fake_manila2,0.923,-1
7,11,fake_manila2,0.967,-1
7,12,fake_manila2,0.014,-1
7,13,fake_manila2,0.985,-1
7,0,fake_santiago0,0.99,-1
7,1,fake_santiago0,0.991,-1
7,2,fake_santiago0,0.991,-1
7,3,fake_santiago0,0.987,-1
7,4,fake_santiago0,0.989,-1
7,5,fake_santiago0,0.99,-1
7,6,fake_santiago0,0.987,-1
7,7,fake_santiago0,0.991,-1
7,8,fake_santiago0,0.99,-1
7,9,fake_santiago0,0.009,-1
7,10,fake_santiago0,0.957,-1
7,11,fake_santiago0,0.969,-1
7,12,fake_santiago0,0.008,-1
7,13,fake_santiago0,0.99,-1
7,0,fake_santiago1,0.991,-1
7,1,fake_santiago1,0.988,-1
7,2,fake_santiago1,0.994,-1
7,3,fake_santiago1,0.989,-1
7,4,fake_santiago1,0.988,-1
7,5,fake_santiago1,0.992,-1
7,6,fake_santiago1,0.993,-1
7,7,fake_santiago1,0.99,-1
7,8,fake_santiago1,0.99,-1
7,9,fake_santiago1,0.007,-1
7,10,fake_santiago1,0.938,-1
7,11,fake_santiago1,0.97,-1
7,12,fake_santiago1,0.01,-1
7,13,fake_santiago1,0.991,-1
7,0,fake_santiago2,0.991,-1
