,hardware_spec,success0,success1,success_diff,abs_diff,accum_prob,couplers_success
0,fake_rochester0,0.7325,0.8475,-0.11499999999999999,0.11499999999999999,1.58,1.8452400999999998
1,fake_rochester1,0.79,0.79125,-0.0012499999999999734,0.0012499999999999734,1.58125,1.9307233
2,fake_rochester2,0.62375,0.615,0.008750000000000036,0.008750000000000036,1.23875,1.8766455999999998
3,fake_rochester3,0.9975,0.9825,0.015000000000000013,0.015000000000000013,1.98,1.9233291000000001
4,fake_rochester4,0.85375,0.34125000000000005,0.5125,0.5125,1.195,1.894169
