,hardware_spec,success0,success1,success_diff,abs_diff,accum_prob,couplers_success
0,fake_sydney0,0.9924,0.9302,0.06219999999999992,0.06219999999999992,1.9226,1.9405644
1,fake_sydney1,0.9924,0.9302,0.06219999999999992,0.06219999999999992,1.9226,1.9517309
2,fake_sydney2,0.9022,0.861,0.041200000000000014,0.041200000000000014,1.7631999999999999,1.9635563
3,fake_sydney3,0.9022,0.861,0.041200000000000014,0.041200000000000014,1.7631999999999999,1.9783214999999998
4,fake_sydney4,0.9942,0.9872,0.007000000000000006,0.007000000000000006,1.9813999999999998,1.9605493
5,fake_sydney5,0.9946,0.9732,0.021400000000000086,0.021400000000000086,1.9678,1.978526
