hardware,embedding,horizon,lambda,time
fake_almaden,0,2,0.835960085662000000000000000000000000000000000000,0
fake_almaden,0,3,0.835960181053255606000000000000000000000000000000,2
fake_almaden,0,4,0.851272258869816772020964000000000000000000000000,12
fake_almaden,0,5,0.851272263217477595510780796532000000000000000000,50
fake_almaden,1,2,0.814835809779000000000000000000000000000000000000,0
fake_almaden,1,3,0.814836616241456484000000000000000000000000000000,2
fake_almaden,1,4,0.846627899664112607548938000000000000000000000000,12
fake_almaden,1,5,0.846627981098419031135551427448000000000000000000,50
fake_almaden,2,2,0.824775892196000000000000000000000000000000000000,0
fake_almaden,2,3,0.824775892196000000000000000000000000000000000000,2
fake_almaden,2,4,0.849718441080492800000000000000000000000000000000,12
fake_almaden,2,5,0.849718450282521344000000000000000000000000000000,50
fake_almaden,3,2,0.820811556688000000000000000000000000000000000000,0
fake_almaden,3,3,0.820811786029280000000000000000000000000000000000,2
fake_almaden,3,4,0.848385539326613600000000000000000000000000000000,12
fake_almaden,3,5,0.848385559038496616000000000000000000000000000000,50
fake_almaden,4,2,0.834900616096000000000000000000000000000000000000,1
fake_almaden,4,3,0.834900915224800000000000000000000000000000000000,2
fake_almaden,4,4,0.851227320259480000000000000000000000000000000000,11
fake_almaden,4,5,0.851227334842009000000000000000000000000000000000,50
fake_boeblingen,0,2,0.830361745650000000000000000000000000000000000000,1
fake_boeblingen,0,3,0.830362552038967200000000000000000000000000000000,2
fake_boeblingen,0,4,0.850457853146345052000000000000000000000000000000,12
fake_boeblingen,0,5,0.850457902197437659958976000000000000000000000000,49
fake_boeblingen,1,2,0.806871695264000000000000000000000000000000000000,0
fake_boeblingen,1,3,0.806872333560944000000000000000000000000000000000,2
fake_boeblingen,1,4,0.843370272073015472000000000000000000000000000000,12
fake_boeblingen,1,5,0.843370347989181655112000000000000000000000000000,49
fake_boeblingen,2,2,0.840018270773000000000000000000000000000000000000,0
fake_boeblingen,2,3,0.840018270773000000000000000000000000000000000000,2
fake_boeblingen,2,4,0.851906990471646165360000000000000000000000000000,12
fake_boeblingen,2,5,0.851906998958779912197072000000000000000000000000,50
fake_boeblingen,3,2,0.825923566490000000000000000000000000000000000000,0
fake_boeblingen,3,3,0.825923908063526000000000000000000000000000000000,2
fake_boeblingen,3,4,0.850053785252646395000000000000000000000000000000,10
fake_boeblingen,3,5,0.850053810541213179173000000000000000000000000000,42
fake_boeblingen,4,2,0.825923566490000000000000000000000000000000000000,0
fake_boeblingen,4,3,0.825923908063526000000000000000000000000000000000,2
fake_boeblingen,4,4,0.850053785252646395000000000000000000000000000000,12
fake_boeblingen,4,5,0.850053810541213179173000000000000000000000000000,50
fake_johannesburg,0,2,0.833871326145000000000000000000000000000000000000,0
fake_johannesburg,0,3,0.833871326145000000000000000000000000000000000000,2
fake_johannesburg,0,4,0.851097301821317347500000000000000000000000000000,12
fake_johannesburg,0,5,0.851097309770366368619250000000000000000000000000,50
fake_johannesburg,1,2,0.804389156305000000000000000000000000000000000000,0
fake_johannesburg,1,3,0.804389237435973000000000000000000000000000000000,2
fake_johannesburg,1,4,0.843023827596760737900000000000000000000000000000,12
fake_johannesburg,1,5,0.843023837894291637110940000000000000000000000000,50
fake_johannesburg,2,2,0.787630795148000000000000000000000000000000000000,1
fake_johannesburg,2,3,0.787631647203565600000000000000000000000000000000,2
fake_johannesburg,2,4,0.834839809275192932160000000000000000000000000000,11
fake_johannesburg,2,5,0.834839949121300638511552000000000000000000000000,50
fake_johannesburg,3,2,0.807213502288000000000000000000000000000000000000,1
fake_johannesburg,3,3,0.807213746449806400000000000000000000000000000000,2
fake_johannesburg,3,4,0.844234535310162480640000000000000000000000000000,12
fake_johannesburg,3,5,0.844234564732949326177792000000000000000000000000,49
fake_johannesburg,4,2,0.804438910188000000000000000000000000000000000000,0
fake_johannesburg,4,3,0.804439250801699200000000000000000000000000000000,2
fake_johannesburg,4,4,0.842606308198759644160000000000000000000000000000,12
fake_johannesburg,4,5,0.842606350900926881849344000000000000000000000000,50
fake_johannesburg,5,2,0.791447788949000000000000000000000000000000000000,0
fake_johannesburg,5,3,0.791447788949000000000000000000000000000000000000,2
fake_johannesburg,5,4,0.837603262841837502780000000000000000000000000000,12
fake_johannesburg,5,5,0.837603269964634073725374000000000000000000000000,50
fake_poughkeepsie,0,2,0.822890735955000000000000000000000000000000000000,0
fake_poughkeepsie,0,3,0.822890735955000000000000000000000000000000000000,2
fake_poughkeepsie,0,4,0.848873908369278760000000000000000000000000000000,12
fake_poughkeepsie,0,5,0.848873926501772664112000000000000000000000000000,50
