backend,embedding,time
ALGIERS,0,0.022099971771240234
ALGIERS,1,0.018233060836791992
HANOI,0,0.020218849182128906
HANOI,1,0.020725011825561523
CAIRO,0,0.017423152923583984
CAIRO,1,0.020260095596313477
MUMBAI,0,0.019589900970458984
MUMBAI,1,0.018281936645507812
KOLKATA,0,0.021084308624267578
KOLKATA,1,0.019136905670166016
AUCKLAND,0,0.018667936325073242
AUCKLAND,1,0.02063584327697754
GENEVA,0,0.019541025161743164
GENEVA,1,0.02007579803466797
MONTREAL,0,0.019145965576171875
MONTREAL,1,0.020775318145751953
PARIS,0,0.02085709571838379
PARIS,1,0.01793837547302246
SYDNEY,0,0.02002406120300293
SYDNEY,1,0.018967151641845703
TORONTO,0,0.02114415168762207
TORONTO,1,0.01947498321533203
